alpha,categories,county,farms,heads,heads_all,livestock,state,subtypes
,,53.0,,,,ckn-pullets,19,
,,53.0,,,,ckn-roosters,19,
,,53.0,,,,ducks,19,
,,53.0,,,,geese,19,
0.0,3.0,53.0,18.0,63701.0,63701.0,hogs,19,1.0
0.0,3.0,53.0,28.0,1292.0,521.0,sheep,19,1.0
,,53.0,,,,turkeys,19,
0.0,7.0,55.0,528.0,104223.0,104253.0,cattle,19,3.0
,,55.0,,,,ckn-broilers,19,
,,55.0,,,,ckn-layers,19,
,,55.0,,,,ckn-pullets,19,
,,55.0,,,,ckn-roosters,19,
,,55.0,,,,ducks,19,
,,55.0,,,,geese,19,
,,55.0,,,,guineas,19,
0.0,7.0,55.0,161.0,470394.0,469933.0,hogs,19,1.0
,,55.0,,,,peafowl,19,
0.0,4.0,55.0,23.0,2318.0,1603.0,sheep,19,1.0
,,55.0,,,,turkeys,19,
0.0,6.0,57.0,106.0,5348.0,5113.0,cattle,19,3.0
,,57.0,,,,ckn-broilers,19,
,,57.0,,,,ckn-layers,19,
,,57.0,,,,ckn-roosters,19,
0.0,5.0,57.0,26.0,43781.0,42120.0,hogs,19,1.0
0.0,3.0,57.0,20.0,686.0,207.0,sheep,19,1.0
-0.0,7.0,59.0,60.0,23318.0,23291.0,cattle,19,3.0
,,59.0,,,,ckn-broilers,19,
,,59.0,,,,ckn-layers,19,
,,59.0,,,,ckn-pullets,19,
,,59.0,,,,ckn-roosters,19,
,,59.0,,,,ducks,19,
0.0,4.0,59.0,19.0,55119.0,54578.0,hogs,19,1.0
,,59.0,,,,peafowl,19,
0.0,4.0,59.0,8.0,733.0,50.0,sheep,19,1.0
0.0,7.0,61.0,622.0,122110.0,122012.0,cattle,19,3.0
,,61.0,,,,ckn-broilers,19,
,,61.0,,,,ckn-layers,19,
,,61.0,,,,ckn-pullets,19,
,,61.0,,,,ckn-roosters,19,
,,61.0,,,,ducks,19,
,,61.0,,,,emus,19,
,,61.0,,,,geese,19,
,,61.0,,,,guineas,19,
0.0,6.0,61.0,80.0,110694.0,110579.0,hogs,19,1.0
,,61.0,,,,peafowl,19,
,,61.0,,,,pheasants,19,
,,61.0,,,,pigeons,19,
,,61.0,,,,quail,19,
0.0,3.0,61.0,27.0,1261.0,1261.0,sheep,19,1.0
,,61.0,,,,turkeys,19,
-0.0,7.0,63.0,77.0,9502.0,5366.0,cattle,19,2.0
,,63.0,,,,ckn-broilers,19,
,,63.0,,,,ckn-layers,19,
,,63.0,,,,ckn-pullets,19,
,,63.0,,,,ckn-roosters,19,
,,63.0,,,,ducks,19,
0.0,1.0,63.0,21.0,183186.0,183186.0,hogs,19,1.0
,,63.0,,,,quail,19,
0.0,2.0,63.0,10.0,345.0,345.0,sheep,19,1.0
0.0,7.0,65.0,384.0,56930.0,56930.0,cattle,19,3.0
,,65.0,,,,ckn-broilers,19,
,,65.0,,,,ckn-layers,19,
,,65.0,,,,ckn-pullets,19,
,,65.0,,,,ckn-roosters,19,
,,65.0,,,,ducks,19,
,,65.0,,,,geese,19,
,,65.0,,,,guineas,19,
0.0,6.0,65.0,58.0,318637.0,318409.0,hogs,19,1.0
,,65.0,,,,pheasants,19,
,,65.0,,,,quail,19,
0.0,5.0,65.0,26.0,2716.0,704.0,sheep,19,1.0
,,65.0,,,,turkeys,19,
-0.0,7.0,67.0,174.0,19165.0,19139.0,cattle,19,3.0
,,67.0,,,,chukars,19,
,,67.0,,,,ckn-broilers,19,
,,67.0,,,,ckn-layers,19,
,,67.0,,,,ckn-pullets,19,
,,67.0,,,,ckn-roosters,19,
,,67.0,,,,ducks,19,
,,67.0,,,,geese,19,
,,67.0,,,,guineas,19,
0.0,4.0,67.0,49.0,222564.0,222409.0,hogs,19,1.0
,,67.0,,,,peafowl,19,
,,67.0,,,,pigeons,19,
0.0,3.0,67.0,15.0,989.0,989.0,sheep,19,1.0
,,67.0,,,,turkeys,19,
-0.0,7.0,69.0,136.0,10572.0,10572.0,cattle,19,2.0
,,69.0,,,,ckn-broilers,19,
,,69.0,,,,ckn-layers,19,
,,69.0,,,,ckn-pullets,19,
,,69.0,,,,ckn-roosters,19,
,,69.0,,,,ducks,19,
,,69.0,,,,geese,19,
,,69.0,,,,guineas,19,
0.0,4.0,69.0,75.0,564204.0,563308.0,hogs,19,1.0
,,69.0,,,,ostriches,19,
,,69.0,,,,peafowl,19,
,,69.0,,,,quail,19,
0.0,3.0,69.0,14.0,643.0,316.0,sheep,19,1.0
,,69.0,,,,turkeys,19,
-0.0,7.0,71.0,76.0,11536.0,2706.0,cattle,19,3.0
,,71.0,,,,ckn-layers,19,
,,71.0,,,,ducks,19,
,,71.0,,,,guineas,19,
0.0,2.0,71.0,5.0,22497.0,33.0,hogs,19,1.0
-0.0,1.0,71.0,1.0,24.0,-1.0,sheep,19,1.0
0.0,7.0,73.0,171.0,25754.0,25724.0,cattle,19,2.0
,,73.0,,,,ckn-broilers,19,
,,73.0,,,,ckn-layers,19,
0.0,4.0,73.0,43.0,242587.0,242050.0,hogs,19,1.0
,,73.0,,,,quail,19,
0.0,3.0,73.0,20.0,825.0,551.0,sheep,19,1.0
-0.0,7.0,75.0,119.0,9536.0,9419.0,cattle,19,3.0
,,75.0,,,,ckn-broilers,19,
,,75.0,,,,ckn-layers,19,
,,75.0,,,,ckn-roosters,19,
,,75.0,,,,ducks,19,
0.0,4.0,75.0,42.0,216486.0,215770.0,hogs,19,1.0
,,75.0,,,,pigeons,19,
0.0,4.0,75.0,31.0,1943.0,1130.0,sheep,19,1.0
,,75.0,,,,turkeys,19,
0.0,7.0,77.0,303.0,32673.0,32814.0,cattle,19,2.0
,,77.0,,,,ckn-broilers,19,
,,77.0,,,,ckn-layers,19,
,,77.0,,,,ckn-pullets,19,
,,77.0,,,,ckn-roosters,19,
,,77.0,,,,ducks,19,
,,77.0,,,,emus,19,
,,77.0,,,,geese,19,
,,77.0,,,,guineas,19,
0.0,5.0,77.0,34.0,132775.0,131687.0,hogs,19,1.0
0.0,3.0,77.0,20.0,1001.0,631.0,sheep,19,1.0
,,77.0,,,,turkeys,19,
0.0,7.0,79.0,71.0,3904.0,2348.0,cattle,19,2.0
,,79.0,,,,ckn-broilers,19,
,,79.0,,,,ckn-layers,19,
,,79.0,,,,ckn-pullets,19,
,,79.0,,,,ckn-roosters,19,
,,79.0,,,,ducks,19,
,,79.0,,,,geese,19,
,,79.0,,,,guineas,19,
0.0,6.0,79.0,72.0,680099.0,678396.0,hogs,19,1.0
,,79.0,,,,peafowl,19,
0.0,4.0,79.0,18.0,1443.0,523.0,sheep,19,1.0
,,79.0,,,,turkeys,19,
0.0,7.0,81.0,99.0,9588.0,9371.0,cattle,19,3.0
,,81.0,,,,ckn-broilers,19,
,,81.0,,,,ckn-layers,19,
,,81.0,,,,ckn-pullets,19,
,,81.0,,,,ckn-roosters,19,
,,81.0,,,,ducks,19,
,,81.0,,,,emus,19,
,,81.0,,,,geese,19,
,,81.0,,,,guineas,19,
0.0,7.0,81.0,74.0,364309.0,362828.0,hogs,19,1.0
,,81.0,,,,peafowl,19,
0.0,4.0,81.0,15.0,1155.0,271.0,sheep,19,1.0
,,81.0,,,,turkeys,19,
-0.0,7.0,83.0,173.0,16630.0,16563.0,cattle,19,3.0
,,83.0,,,,ckn-broilers,19,
,,83.0,,,,ckn-layers,19,
,,83.0,,,,ckn-pullets,19,
,,83.0,,,,ckn-roosters,19,
,,83.0,,,,ducks,19,
,,83.0,,,,geese,19,
,,83.0,,,,guineas,19,
0.0,6.0,83.0,105.0,860743.0,859671.0,hogs,19,1.0
0.0,2.0,83.0,24.0,810.0,810.0,sheep,19,1.0
,,83.0,,,,turkeys,19,
0.0,7.0,85.0,200.0,26011.0,26011.0,cattle,19,2.0
,,85.0,,,,ckn-broilers,19,
,,85.0,,,,ckn-layers,19,
,,85.0,,,,ckn-pullets,19,
,,85.0,,,,ckn-roosters,19,
,,85.0,,,,ducks,19,
,,85.0,,,,geese,19,
,,85.0,,,,guineas,19,
0.0,2.0,85.0,9.0,22706.0,22706.0,hogs,19,1.0
,,85.0,,,,peafowl,19,
0.0,3.0,85.0,11.0,427.0,-3.0,sheep,19,1.0
,,85.0,,,,turkeys,19,
-0.0,7.0,87.0,186.0,17723.0,17685.0,cattle,19,3.0
,,87.0,,,,ckn-broilers,19,
,,87.0,,,,ckn-layers,19,
,,87.0,,,,ckn-pullets,19,
,,87.0,,,,ckn-roosters,19,
0.0,2.0,87.0,35.0,73859.0,73859.0,hogs,19,1.0
0.0,3.0,87.0,16.0,659.0,436.0,sheep,19,1.0
,,87.0,,,,turkeys,19,
-0.0,7.0,89.0,181.0,33560.0,33433.0,cattle,19,3.0
,,89.0,,,,ckn-broilers,19,
,,89.0,,,,ckn-layers,19,
,,89.0,,,,ckn-pullets,19,
,,89.0,,,,ckn-roosters,19,
,,89.0,,,,ducks,19,
,,89.0,,,,geese,19,
0.0,4.0,89.0,43.0,531958.0,531523.0,hogs,19,1.0
,,89.0,,,,peafowl,19,
,,89.0,,,,pheasants,19,
0.0,3.0,89.0,30.0,1364.0,1364.0,sheep,19,1.0
,,89.0,,,,turkeys,19,
-0.0,7.0,91.0,44.0,8062.0,6349.0,cattle,19,2.0
,,91.0,,,,ckn-broilers,19,
,,91.0,,,,ckn-layers,19,
,,91.0,,,,geese,19,
,,91.0,,,,guineas,19,
0.0,3.0,91.0,29.0,113260.0,112236.0,hogs,19,1.0
,,91.0,,,,peafowl,19,
0.0,2.0,91.0,10.0,619.0,-2.0,sheep,19,1.0
-0.0,7.0,93.0,149.0,39389.0,38968.0,cattle,19,3.0
,,93.0,,,,ckn-broilers,19,
,,93.0,,,,ckn-layers,19,
,,93.0,,,,ckn-pullets,19,
,,93.0,,,,ckn-roosters,19,
0.0,6.0,93.0,14.0,62559.0,38.0,hogs,19,1.0
0.0,3.0,93.0,10.0,897.0,751.0,sheep,19,1.0
0.0,7.0,95.0,248.0,31906.0,31802.0,cattle,19,3.0
,,95.0,,,,chukars,19,
,,95.0,,,,ckn-broilers,19,
,,95.0,,,,ckn-layers,19,
,,95.0,,,,ckn-pullets,19,
,,95.0,,,,ckn-roosters,19,
,,95.0,,,,ducks,19,
,,95.0,,,,emus,19,
,,95.0,,,,geese,19,
,,95.0,,,,guineas,19,
0.0,4.0,95.0,30.0,115751.0,114265.0,hogs,19,1.0
,,95.0,,,,peafowl,19,
,,95.0,,,,pheasants,19,
,,95.0,,,,pigeons,19,
0.0,4.0,95.0,23.0,1520.0,1122.0,sheep,19,1.0
,,95.0,,,,turkeys,19,
0.0,7.0,97.0,485.0,85561.0,85562.0,cattle,19,3.0
,,97.0,,,,chukars,19,
,,97.0,,,,ckn-broilers,19,
,,97.0,,,,ckn-layers,19,
,,97.0,,,,ckn-pullets,19,
,,97.0,,,,ckn-roosters,19,
,,97.0,,,,ducks,19,
,,97.0,,,,geese,19,
,,97.0,,,,guineas,19,
0.0,5.0,97.0,32.0,62924.0,61208.0,hogs,19,1.0
,,97.0,,,,peafowl,19,
,,97.0,,,,pheasants,19,
,,97.0,,,,pigeons,19,
,,97.0,,,,quail,19,
0.0,3.0,97.0,27.0,744.0,313.0,sheep,19,1.0
,,97.0,,,,turkeys,19,
-0.0,7.0,99.0,293.0,27787.0,27348.0,cattle,19,3.0
,,99.0,,,,ckn-broilers,19,
,,99.0,,,,ckn-layers,19,
,,99.0,,,,ckn-pullets,19,
,,99.0,,,,ckn-roosters,19,
,,99.0,,,,ducks,19,
,,99.0,,,,emus,19,
,,99.0,,,,geese,19,
,,99.0,,,,guineas,19,
0.0,6.0,99.0,58.0,168665.0,167914.0,hogs,19,1.0
,,99.0,,,,pigeons,19,
0.0,3.0,99.0,67.0,4501.0,4501.0,sheep,19,1.0
,,99.0,,,,turkeys,19,
-0.0,7.0,101.0,181.0,14189.0,14189.0,cattle,19,3.0
,,101.0,,,,ckn-broilers,19,
,,101.0,,,,ckn-layers,19,
,,101.0,,,,ckn-pullets,19,
,,101.0,,,,ckn-roosters,19,
,,101.0,,,,ducks,19,
,,101.0,,,,emus,19,
,,101.0,,,,geese,19,
,,101.0,,,,guineas,19,
0.0,6.0,101.0,46.0,61146.0,60104.0,hogs,19,1.0
,,101.0,,,,peafowl,19,
0.0,4.0,101.0,26.0,1404.0,955.0,sheep,19,1.0
,,101.0,,,,turkeys,19,
-0.0,7.0,103.0,311.0,20708.0,20708.0,cattle,19,3.0
,,103.0,,,,ckn-broilers,19,
,,103.0,,,,ckn-layers,19,
,,103.0,,,,ckn-pullets,19,
,,103.0,,,,ckn-roosters,19,
,,103.0,,,,ducks,19,
,,103.0,,,,geese,19,
0.0,7.0,103.0,84.0,162300.0,161802.0,hogs,19,1.0
,,103.0,,,,pheasants,19,
,,103.0,,,,pigeons,19,
,,103.0,,,,quail,19,
0.0,4.0,103.0,62.0,3758.0,3758.0,sheep,19,1.0
,,103.0,,,,turkeys,19,
0.0,7.0,105.0,360.0,48255.0,48192.0,cattle,19,3.0
,,105.0,,,,ckn-broilers,19,
,,105.0,,,,ckn-layers,19,
,,105.0,,,,ckn-pullets,19,
,,105.0,,,,ckn-roosters,19,
,,105.0,,,,ducks,19,
,,105.0,,,,geese,19,
0.0,7.0,105.0,70.0,74885.0,74885.0,hogs,19,1.0
,,105.0,,,,peafowl,19,
,,105.0,,,,pheasants,19,
,,105.0,,,,quail,19,
0.0,2.0,105.0,31.0,660.0,660.0,sheep,19,1.0
,,105.0,,,,turkeys,19,
0.0,7.0,107.0,269.0,22214.0,22215.0,cattle,19,3.0
,,107.0,,,,ckn-layers,19,
,,107.0,,,,ckn-roosters,19,
,,107.0,,,,ducks,19,
0.0,6.0,107.0,59.0,172010.0,171917.0,hogs,19,1.0
,,107.0,,,,peafowl,19,
0.0,4.0,107.0,22.0,1815.0,1307.0,sheep,19,1.0
0.0,7.0,109.0,145.0,25012.0,21456.0,cattle,19,3.0
,,109.0,,,,ckn-broilers,19,
,,109.0,,,,ckn-layers,19,
,,109.0,,,,ckn-pullets,19,
,,109.0,,,,ckn-roosters,19,
,,109.0,,,,ducks,19,
,,109.0,,,,guineas,19,
0.0,6.0,109.0,130.0,542696.0,542335.0,hogs,19,1.0
,,109.0,,,,peafowl,19,
0.0,4.0,109.0,24.0,1739.0,682.0,sheep,19,1.0
,,109.0,,,,turkeys,19,
0.0,7.0,111.0,189.0,14678.0,9385.0,cattle,19,3.0
,,111.0,,,,ckn-broilers,19,
,,111.0,,,,ckn-layers,19,
,,111.0,,,,ckn-pullets,19,
,,111.0,,,,ckn-roosters,19,
,,111.0,,,,ducks,19,
,,111.0,,,,geese,19,
,,111.0,,,,guineas,19,
0.0,5.0,111.0,31.0,66611.0,66534.0,hogs,19,1.0
0.0,3.0,111.0,23.0,2010.0,2010.0,sheep,19,1.0
,,111.0,,,,turkeys,19,
-0.0,7.0,113.0,350.0,20433.0,20467.0,cattle,19,3.0
,,113.0,,,,ckn-broilers,19,
,,113.0,,,,ckn-layers,19,
,,113.0,,,,ckn-pullets,19,
,,113.0,,,,ckn-roosters,19,
,,113.0,,,,ducks,19,
,,113.0,,,,emus,19,
,,113.0,,,,geese,19,
,,113.0,,,,guineas,19,
0.0,7.0,113.0,46.0,163491.0,163074.0,hogs,19,1.0
,,113.0,,,,peafowl,19,
,,113.0,,,,pheasants,19,
,,113.0,,,,quail,19,
0.0,5.0,113.0,55.0,3416.0,1590.0,sheep,19,1.0
,,113.0,,,,turkeys,19,
-0.0,6.0,115.0,71.0,4263.0,4262.0,cattle,19,2.0
,,115.0,,,,ckn-layers,19,
,,115.0,,,,ckn-pullets,19,
0.0,5.0,115.0,43.0,330840.0,328936.0,hogs,19,1.0
0.0,3.0,115.0,10.0,915.0,132.0,sheep,19,1.0
,,115.0,,,,turkeys,19,
0.0,7.0,117.0,223.0,25696.0,25697.0,cattle,19,3.0
,,117.0,,,,ckn-broilers,19,
,,117.0,,,,ckn-layers,19,
,,117.0,,,,ckn-pullets,19,
,,117.0,,,,ckn-roosters,19,
,,117.0,,,,ducks,19,
,,117.0,,,,guineas,19,
0.0,4.0,117.0,15.0,40247.0,40247.0,hogs,19,1.0
0.0,2.0,117.0,14.0,343.0,343.0,sheep,19,1.0
-0.0,7.0,119.0,357.0,176389.0,176388.0,cattle,19,3.0
,,119.0,,,,ckn-broilers,19,
,,119.0,,,,ckn-layers,19,
,,119.0,,,,ckn-pullets,19,
,,119.0,,,,ckn-roosters,19,
,,119.0,,,,ducks,19,
,,119.0,,,,geese,19,
,,119.0,,,,guineas,19,
0.0,6.0,119.0,227.0,966635.0,965788.0,hogs,19,1.0
,,119.0,,,,peafowl,19,
,,119.0,,,,pheasants,19,
,,119.0,,,,pigeons,19,
,,119.0,,,,quail,19,
0.0,5.0,119.0,31.0,4829.0,3053.0,sheep,19,1.0
,,119.0,,,,turkeys,19,
0.0,7.0,121.0,357.0,31374.0,31279.0,cattle,19,3.0
,,121.0,,,,ckn-broilers,19,
,,121.0,,,,ckn-layers,19,
,,121.0,,,,ckn-pullets,19,
,,121.0,,,,ckn-roosters,19,
,,121.0,,,,ducks,19,
,,121.0,,,,geese,19,
,,121.0,,,,guineas,19,
0.0,4.0,121.0,30.0,55246.0,54960.0,hogs,19,1.0
,,121.0,,,,peafowl,19,
,,121.0,,,,pheasants,19,
,,121.0,,,,pigeons,19,
,,121.0,,,,quail,19,
0.0,3.0,121.0,37.0,1575.0,1575.0,sheep,19,1.0
,,121.0,,,,turkeys,19,
0.0,7.0,123.0,233.0,24445.0,24494.0,cattle,19,3.0
,,123.0,,,,ckn-broilers,19,
,,123.0,,,,ckn-layers,19,
,,123.0,,,,ckn-pullets,19,
,,123.0,,,,ckn-roosters,19,
,,123.0,,,,ducks,19,
,,123.0,,,,geese,19,
,,123.0,,,,guineas,19,
0.0,5.0,123.0,67.0,335721.0,335642.0,hogs,19,1.0
,,123.0,,,,ostriches,19,
,,123.0,,,,peafowl,19,
0.0,3.0,123.0,16.0,1460.0,1460.0,sheep,19,1.0
0.0,7.0,125.0,260.0,20237.0,20237.0,cattle,19,3.0
,,125.0,,,,chukars,19,
,,125.0,,,,ckn-broilers,19,
,,125.0,,,,ckn-layers,19,
,,125.0,,,,ckn-pullets,19,
,,125.0,,,,ckn-roosters,19,
,,125.0,,,,ducks,19,
,,125.0,,,,geese,19,
,,125.0,,,,guineas,19,
0.0,3.0,125.0,19.0,23549.0,23549.0,hogs,19,1.0
,,125.0,,,,peafowl,19,
,,125.0,,,,pheasants,19,
,,125.0,,,,pigeons,19,
,,125.0,,,,quail,19,
0.0,4.0,125.0,38.0,2526.0,1024.0,sheep,19,1.0
,,125.0,,,,turkeys,19,
-0.0,7.0,127.0,159.0,24769.0,26404.0,cattle,19,3.0
,,127.0,,,,ckn-broilers,19,
,,127.0,,,,ckn-layers,19,
,,127.0,,,,ckn-pullets,19,
,,127.0,,,,ckn-roosters,19,
,,127.0,,,,ducks,19,
,,127.0,,,,geese,19,
,,127.0,,,,guineas,19,
0.0,4.0,127.0,36.0,146881.0,146404.0,hogs,19,1.0
,,127.0,,,,pheasants,19,
,,127.0,,,,quail,19,
0.0,4.0,127.0,28.0,1955.0,1485.0,sheep,19,1.0
,,127.0,,,,turkeys,19,
-0.0,6.0,129.0,75.0,3124.0,2441.0,cattle,19,3.0
,,129.0,,,,ckn-broilers,19,
,,129.0,,,,ckn-layers,19,
,,129.0,,,,ckn-pullets,19,
,,129.0,,,,ckn-roosters,19,
,,129.0,,,,ducks,19,
,,129.0,,,,geese,19,
,,129.0,,,,guineas,19,
0.0,2.0,129.0,6.0,127.0,-2.0,hogs,19,1.0
,,129.0,,,,peafowl,19,
,,129.0,,,,pigeons,19,
0.0,2.0,129.0,11.0,325.0,325.0,sheep,19,1.0
,,129.0,,,,turkeys,19,
0.0,7.0,131.0,227.0,58132.0,58128.0,cattle,19,3.0
,,131.0,,,,chukars,19,
,,131.0,,,,ckn-broilers,19,
,,131.0,,,,ckn-layers,19,
,,131.0,,,,ckn-pullets,19,
,,131.0,,,,ckn-roosters,19,
,,131.0,,,,ducks,19,
,,131.0,,,,geese,19,
,,131.0,,,,guineas,19,
0.0,7.0,131.0,70.0,239895.0,239754.0,hogs,19,1.0
0.0,4.0,131.0,26.0,2182.0,791.0,sheep,19,1.0
,,131.0,,,,turkeys,19,
-0.0,7.0,133.0,132.0,15666.0,15646.0,cattle,19,2.0
,,133.0,,,,ckn-broilers,19,
,,133.0,,,,ckn-layers,19,
,,133.0,,,,ckn-pullets,19,
,,133.0,,,,ckn-roosters,19,
,,133.0,,,,ducks,19,
,,133.0,,,,geese,19,
,,133.0,,,,guineas,19,
0.0,3.0,133.0,11.0,10579.0,6.0,hogs,19,1.0
,,133.0,,,,peafowl,19,
,,133.0,,,,pheasants,19,
0.0,2.0,133.0,8.0,150.0,150.0,sheep,19,1.0
,,133.0,,,,turkeys,19,
0.0,7.0,135.0,237.0,24051.0,23990.0,cattle,19,3.0
,,135.0,,,,ckn-broilers,19,
,,135.0,,,,ckn-layers,19,
,,135.0,,,,ckn-pullets,19,
,,135.0,,,,ckn-roosters,19,
,,135.0,,,,ducks,19,
,,135.0,,,,geese,19,
,,135.0,,,,guineas,19,
0.0,3.0,135.0,6.0,22391.0,11.0,hogs,19,1.0
,,135.0,,,,pheasants,19,
,,135.0,,,,pigeons,19,
0.0,2.0,135.0,15.0,554.0,554.0,sheep,19,1.0
,,135.0,,,,turkeys,19,
-0.0,7.0,137.0,123.0,17694.0,17433.0,cattle,19,2.0
,,137.0,,,,ckn-broilers,19,
,,137.0,,,,ckn-layers,19,
,,137.0,,,,ckn-pullets,19,
,,137.0,,,,ckn-roosters,19,
,,137.0,,,,ducks,19,
,,137.0,,,,geese,19,
0.0,3.0,137.0,13.0,26384.0,26037.0,hogs,19,1.0
0.0,2.0,137.0,12.0,299.0,299.0,sheep,19,1.0
0.0,7.0,139.0,188.0,17699.0,17491.0,cattle,19,3.0
,,139.0,,,,ckn-broilers,19,
,,139.0,,,,ckn-layers,19,
,,139.0,,,,ckn-pullets,19,
,,139.0,,,,ducks,19,
,,139.0,,,,geese,19,
0.0,5.0,139.0,35.0,72123.0,72004.0,hogs,19,1.0
,,139.0,,,,peafowl,19,
0.0,2.0,139.0,27.0,517.0,517.0,sheep,19,1.0
,,139.0,,,,turkeys,19,
-0.0,7.0,141.0,158.0,51887.0,59079.0,cattle,19,3.0
,,141.0,,,,ckn-broilers,19,
,,141.0,,,,ckn-layers,19,
,,141.0,,,,ckn-pullets,19,
,,141.0,,,,ckn-roosters,19,
,,141.0,,,,ducks,19,
,,141.0,,,,geese,19,
,,141.0,,,,guineas,19,
0.0,7.0,141.0,166.0,472109.0,471930.0,hogs,19,1.0
0.0,4.0,141.0,29.0,2968.0,2031.0,sheep,19,1.0
,,141.0,,,,turkeys,19,
-0.0,7.0,143.0,115.0,69806.0,69635.0,cattle,19,3.0
,,143.0,,,,ckn-broilers,19,
,,143.0,,,,ckn-layers,19,
,,143.0,,,,ckn-pullets,19,
,,143.0,,,,ckn-roosters,19,
,,143.0,,,,ducks,19,
0.0,5.0,143.0,103.0,476360.0,476169.0,hogs,19,1.0
0.0,4.0,143.0,18.0,2560.0,760.0,sheep,19,1.0
,,143.0,,,,turkeys,19,
-0.0,7.0,145.0,197.0,23405.0,22984.0,cattle,19,3.0
,,145.0,,,,ckn-broilers,19,
,,145.0,,,,ckn-layers,19,
,,145.0,,,,ducks,19,
0.0,2.0,145.0,5.0,10882.0,-2.0,hogs,19,1.0
0.0,4.0,145.0,19.0,2282.0,1430.0,sheep,19,1.0
-0.0,7.0,147.0,102.0,24126.0,24105.0,cattle,19,2.0
,,147.0,,,,chukars,19,
,,147.0,,,,ckn-broilers,19,
,,147.0,,,,ckn-layers,19,
,,147.0,,,,ckn-pullets,19,
,,147.0,,,,ducks,19,
,,147.0,,,,guineas,19,
0.0,4.0,147.0,71.0,791677.0,790655.0,hogs,19,1.0
,,147.0,,,,peafowl,19,
,,147.0,,,,pheasants,19,
0.0,1.0,147.0,1.0,1684.0,-1.0,sheep,19,1.0
,,147.0,,,,turkeys,19,
0.0,7.0,149.0,343.0,106158.0,106095.0,cattle,19,3.0
,,149.0,,,,ckn-broilers,19,
,,149.0,,,,ckn-layers,19,
,,149.0,,,,ckn-pullets,19,
,,149.0,,,,ckn-roosters,19,
,,149.0,,,,ducks,19,
,,149.0,,,,geese,19,
,,149.0,,,,guineas,19,
0.0,6.0,149.0,183.0,919556.0,919045.0,hogs,19,1.0
,,149.0,,,,peafowl,19,
,,149.0,,,,pigeons,19,
0.0,5.0,149.0,35.0,5371.0,3061.0,sheep,19,1.0
-0.0,7.0,151.0,98.0,28369.0,25821.0,cattle,19,3.0
,,151.0,,,,ckn-broilers,19,
,,151.0,,,,ckn-layers,19,
,,151.0,,,,ckn-pullets,19,
,,151.0,,,,ckn-roosters,19,
,,151.0,,,,ducks,19,
,,151.0,,,,geese,19,
,,151.0,,,,guineas,19,
0.0,5.0,151.0,34.0,295019.0,294863.0,hogs,19,1.0
0.0,2.0,151.0,4.0,67.0,-2.0,sheep,19,1.0
,,151.0,,,,turkeys,19,
0.0,6.0,153.0,126.0,6281.0,6089.0,cattle,19,3.0
,,153.0,,,,ckn-broilers,19,
,,153.0,,,,ckn-layers,19,
,,153.0,,,,ckn-pullets,19,
,,153.0,,,,ckn-roosters,19,
,,153.0,,,,ducks,19,
,,153.0,,,,guineas,19,
0.0,3.0,153.0,12.0,22471.0,57.0,hogs,19,1.0
,,153.0,,,,peafowl,19,
,,153.0,,,,pigeons,19,
,,153.0,,,,poultry-other,19,
0.0,3.0,153.0,50.0,2010.0,1429.0,sheep,19,1.0
,,153.0,,,,turkeys,19,
0.0,7.0,155.0,275.0,48158.0,48084.0,cattle,19,3.0
,,155.0,,,,chukars,19,
,,155.0,,,,ckn-broilers,19,
,,155.0,,,,ckn-layers,19,
,,155.0,,,,ckn-pullets,19,
,,155.0,,,,ckn-roosters,19,
,,155.0,,,,ducks,19,
,,155.0,,,,geese,19,
,,155.0,,,,guineas,19,
0.0,6.0,155.0,49.0,92275.0,91209.0,hogs,19,1.0
,,155.0,,,,pigeons,19,
0.0,3.0,155.0,36.0,1656.0,1656.0,sheep,19,1.0
,,155.0,,,,turkeys,19,
-0.0,7.0,157.0,229.0,28028.0,24584.0,cattle,19,3.0
,,157.0,,,,ckn-broilers,19,
,,157.0,,,,ckn-layers,19,
,,157.0,,,,ckn-pullets,19,
,,157.0,,,,ckn-roosters,19,
,,157.0,,,,ducks,19,
,,157.0,,,,geese,19,
,,157.0,,,,guineas,19,
0.0,6.0,157.0,39.0,87201.0,85746.0,hogs,19,1.0
,,157.0,,,,peafowl,19,
,,157.0,,,,pheasants,19,
,,157.0,,,,quail,19,
0.0,3.0,157.0,37.0,1563.0,1563.0,sheep,19,1.0
,,157.0,,,,turkeys,19,
0.0,7.0,159.0,274.0,42718.0,42718.0,cattle,19,3.0
,,159.0,,,,ckn-broilers,19,
,,159.0,,,,ckn-layers,19,
,,159.0,,,,ckn-pullets,19,
,,159.0,,,,ckn-roosters,19,
0.0,4.0,159.0,21.0,94972.0,94856.0,hogs,19,1.0
,,159.0,,,,pigeons,19,
,,159.0,,,,quail,19,
0.0,3.0,159.0,20.0,1043.0,569.0,sheep,19,1.0
,,159.0,,,,turkeys,19,
-0.0,7.0,161.0,169.0,48272.0,48084.0,cattle,19,3.0
,,161.0,,,,ckn-broilers,19,
,,161.0,,,,ckn-layers,19,
,,161.0,,,,ckn-pullets,19,
,,161.0,,,,ckn-roosters,19,
,,161.0,,,,ducks,19,
,,161.0,,,,geese,19,
,,161.0,,,,guineas,19,
0.0,4.0,161.0,61.0,345110.0,343759.0,hogs,19,1.0
