alpha,categories,county,farms,heads,heads_all,livestock,state,subtypes
0.0,7.0,1.0,151.0,14846.0,14847.0,cattle,1,2.0
,,1.0,,,,ckn-broilers,1,
,,1.0,,,,ckn-layers,1,
,,1.0,,,,ckn-pullets,1,
,,1.0,,,,ckn-roosters,1,
,,1.0,,,,ducks,1,
-0.0,1.0,1.0,2.0,48.0,-1.0,hogs,1,1.0
,,1.0,,,,peafowl,1,
,,1.0,,,,quail,1,
0.0,1.0,1.0,5.0,85.0,85.0,sheep,1,1.0
-0.0,7.0,3.0,320.0,20092.0,20092.0,cattle,1,3.0
,,3.0,,,,ckn-broilers,1,
,,3.0,,,,ckn-layers,1,
,,3.0,,,,ckn-pullets,1,
,,3.0,,,,ckn-roosters,1,
,,3.0,,,,ducks,1,
,,3.0,,,,emus,1,
,,3.0,,,,geese,1,
,,3.0,,,,guineas,1,
0.0,2.0,3.0,34.0,178.0,-2.0,hogs,1,1.0
,,3.0,,,,peafowl,1,
,,3.0,,,,pigeons,1,
,,3.0,,,,quail,1,
0.0,2.0,3.0,29.0,475.0,475.0,sheep,1,1.0
,,3.0,,,,turkeys,1,
0.0,7.0,5.0,264.0,27581.0,27451.0,cattle,1,3.0
,,5.0,,,,ckn-broilers,1,
,,5.0,,,,ckn-layers,1,
,,5.0,,,,ckn-pullets,1,
,,5.0,,,,ckn-roosters,1,
,,5.0,,,,ducks,1,
,,5.0,,,,geese,1,
,,5.0,,,,guineas,1,
-0.0,2.0,5.0,12.0,110.0,-2.0,hogs,1,1.0
,,5.0,,,,quail,1,
0.0,2.0,5.0,4.0,389.0,24.0,sheep,1,1.0
,,5.0,,,,turkeys,1,
-0.0,7.0,7.0,74.0,5356.0,4781.0,cattle,1,3.0
,,7.0,,,,ckn-broilers,1,
,,7.0,,,,ckn-layers,1,
,,7.0,,,,ckn-pullets,1,
,,7.0,,,,ckn-roosters,1,
,,7.0,,,,ducks,1,
,,7.0,,,,guineas,1,
0.0,1.0,7.0,12.0,148.0,148.0,hogs,1,1.0
0.0,1.0,7.0,4.0,152.0,152.0,sheep,1,1.0
,,7.0,,,,turkeys,1,
-0.0,7.0,9.0,561.0,31015.0,28704.0,cattle,1,3.0
,,9.0,,,,ckn-broilers,1,
,,9.0,,,,ckn-layers,1,
,,9.0,,,,ckn-pullets,1,
,,9.0,,,,ckn-roosters,1,
,,9.0,,,,ducks,1,
,,9.0,,,,geese,1,
,,9.0,,,,guineas,1,
0.0,1.0,9.0,24.0,117.0,117.0,hogs,1,1.0
,,9.0,,,,peafowl,1,
,,9.0,,,,pheasants,1,
,,9.0,,,,quail,1,
0.0,3.0,9.0,41.0,909.0,579.0,sheep,1,1.0
,,9.0,,,,turkeys,1,
0.0,7.0,11.0,106.0,11649.0,11649.0,cattle,1,2.0
,,11.0,,,,ckn-layers,1,
,,11.0,,,,ckn-roosters,1,
0.0,1.0,11.0,9.0,52.0,52.0,hogs,1,1.0
0.0,1.0,11.0,5.0,44.0,44.0,sheep,1,1.0
,,11.0,,,,turkeys,1,
-0.0,6.0,13.0,190.0,9807.0,9808.0,cattle,1,2.0
,,13.0,,,,ckn-broilers,1,
,,13.0,,,,ckn-layers,1,
,,13.0,,,,ckn-pullets,1,
,,13.0,,,,ckn-roosters,1,
,,13.0,,,,ducks,1,
,,13.0,,,,guineas,1,
0.0,3.0,13.0,10.0,1034.0,8.0,hogs,1,1.0
,,13.0,,,,poultry-other,1,
0.0,2.0,13.0,4.0,43.0,-2.0,sheep,1,1.0
-0.0,7.0,15.0,328.0,13844.0,12478.0,cattle,1,3.0
,,15.0,,,,ckn-broilers,1,
,,15.0,,,,ckn-layers,1,
,,15.0,,,,ckn-pullets,1,
,,15.0,,,,ckn-roosters,1,
,,15.0,,,,ducks,1,
,,15.0,,,,geese,1,
,,15.0,,,,guineas,1,
0.0,3.0,15.0,32.0,330.0,103.0,hogs,1,1.0
,,15.0,,,,pheasants,1,
,,15.0,,,,pigeons,1,
,,15.0,,,,quail,1,
0.0,1.0,15.0,26.0,189.0,189.0,sheep,1,1.0
,,15.0,,,,turkeys,1,
0.0,7.0,17.0,210.0,39209.0,39162.0,cattle,1,3.0
,,17.0,,,,ckn-broilers,1,
,,17.0,,,,ckn-layers,1,
,,17.0,,,,ckn-pullets,1,
,,17.0,,,,ckn-roosters,1,
,,17.0,,,,ducks,1,
,,17.0,,,,geese,1,
,,17.0,,,,guineas,1,
0.0,1.0,17.0,10.0,107.0,107.0,hogs,1,1.0
,,17.0,,,,peafowl,1,
,,17.0,,,,quail,1,
0.0,2.0,17.0,11.0,238.0,238.0,sheep,1,1.0
,,17.0,,,,turkeys,1,
-0.0,7.0,19.0,220.0,12148.0,10867.0,cattle,1,2.0
,,19.0,,,,ckn-broilers,1,
,,19.0,,,,ckn-layers,1,
,,19.0,,,,ckn-pullets,1,
,,19.0,,,,ckn-roosters,1,
,,19.0,,,,ducks,1,
,,19.0,,,,guineas,1,
0.0,3.0,19.0,25.0,18000.0,-3.0,hogs,1,1.0
,,19.0,,,,pheasants,1,
,,19.0,,,,poultry-other,1,
0.0,3.0,19.0,15.0,619.0,256.0,sheep,1,1.0
0.0,7.0,21.0,240.0,14395.0,14396.0,cattle,1,3.0
,,21.0,,,,chukars,1,
,,21.0,,,,ckn-layers,1,
,,21.0,,,,ckn-pullets,1,
,,21.0,,,,ckn-roosters,1,
,,21.0,,,,ducks,1,
,,21.0,,,,emus,1,
,,21.0,,,,geese,1,
,,21.0,,,,guineas,1,
0.0,1.0,21.0,25.0,305.0,305.0,hogs,1,1.0
,,21.0,,,,ostriches,1,
,,21.0,,,,peafowl,1,
,,21.0,,,,pheasants,1,
,,21.0,,,,quail,1,
,,21.0,,,,rheas,1,
0.0,2.0,21.0,19.0,316.0,316.0,sheep,1,1.0
,,21.0,,,,turkeys,1,
0.0,5.0,23.0,113.0,4334.0,4334.0,cattle,1,2.0
,,23.0,,,,ckn-broilers,1,
,,23.0,,,,ckn-layers,1,
,,23.0,,,,ckn-pullets,1,
,,23.0,,,,ducks,1,
,,23.0,,,,guineas,1,
,,23.0,,,,quail,1,
0.0,2.0,23.0,10.0,190.0,-2.0,sheep,1,1.0
-0.0,6.0,25.0,113.0,6805.0,6501.0,cattle,1,3.0
,,25.0,,,,ckn-broilers,1,
,,25.0,,,,ckn-layers,1,
,,25.0,,,,ckn-pullets,1,
,,25.0,,,,ckn-roosters,1,
,,25.0,,,,ducks,1,
,,25.0,,,,guineas,1,
0.0,2.0,25.0,6.0,103.0,-2.0,hogs,1,1.0
,,25.0,,,,peafowl,1,
0.0,2.0,25.0,8.0,293.0,-2.0,sheep,1,1.0
,,25.0,,,,turkeys,1,
-0.0,7.0,27.0,274.0,21064.0,21064.0,cattle,1,2.0
,,27.0,,,,ckn-broilers,1,
,,27.0,,,,ckn-layers,1,
,,27.0,,,,ckn-roosters,1,
,,27.0,,,,guineas,1,
0.0,1.0,27.0,8.0,51.0,51.0,hogs,1,1.0
,,27.0,,,,peafowl,1,
,,27.0,,,,pheasants,1,
0.0,2.0,27.0,2.0,111.0,-2.0,sheep,1,1.0
,,27.0,,,,turkeys,1,
0.0,7.0,29.0,166.0,12334.0,11080.0,cattle,1,3.0
,,29.0,,,,ckn-broilers,1,
,,29.0,,,,ckn-layers,1,
,,29.0,,,,ckn-pullets,1,
,,29.0,,,,ckn-roosters,1,
,,29.0,,,,ducks,1,
,,29.0,,,,guineas,1,
0.0,2.0,29.0,13.0,163.0,-2.0,hogs,1,1.0
,,29.0,,,,poultry-other,1,
0.0,3.0,29.0,19.0,655.0,448.0,sheep,1,1.0
,,29.0,,,,turkeys,1,
0.0,7.0,31.0,280.0,22928.0,22928.0,cattle,1,2.0
,,31.0,,,,ckn-broilers,1,
,,31.0,,,,ckn-layers,1,
,,31.0,,,,ckn-pullets,1,
,,31.0,,,,ckn-roosters,1,
,,31.0,,,,ducks,1,
,,31.0,,,,geese,1,
,,31.0,,,,guineas,1,
0.0,1.0,31.0,8.0,45.0,45.0,hogs,1,1.0
,,31.0,,,,quail,1,
0.0,3.0,31.0,15.0,476.0,236.0,sheep,1,1.0
,,31.0,,,,turkeys,1,
-0.0,7.0,33.0,235.0,11812.0,9972.0,cattle,1,3.0
,,33.0,,,,ckn-broilers,1,
,,33.0,,,,ckn-layers,1,
,,33.0,,,,ckn-pullets,1,
,,33.0,,,,ckn-roosters,1,
,,33.0,,,,ducks,1,
,,33.0,,,,emus,1,
,,33.0,,,,geese,1,
,,33.0,,,,guineas,1,
0.0,2.0,33.0,17.0,163.0,-2.0,hogs,1,1.0
,,33.0,,,,peafowl,1,
,,33.0,,,,pheasants,1,
,,33.0,,,,quail,1,
0.0,4.0,33.0,12.0,798.0,167.0,sheep,1,1.0
,,33.0,,,,turkeys,1,
-0.0,7.0,35.0,183.0,15578.0,15578.0,cattle,1,2.0
,,35.0,,,,ckn-broilers,1,
,,35.0,,,,ckn-layers,1,
,,35.0,,,,ckn-pullets,1,
,,35.0,,,,ckn-roosters,1,
,,35.0,,,,ducks,1,
,,35.0,,,,geese,1,
,,35.0,,,,guineas,1,
0.0,2.0,35.0,22.0,409.0,409.0,hogs,1,1.0
0.0,2.0,35.0,5.0,138.0,-2.0,sheep,1,1.0
,,35.0,,,,turkeys,1,
-0.0,5.0,37.0,73.0,2973.0,2899.0,cattle,1,3.0
,,37.0,,,,chukars,1,
,,37.0,,,,ckn-layers,1,
,,37.0,,,,ckn-roosters,1,
,,37.0,,,,ducks,1,
,,37.0,,,,geese,1,
,,37.0,,,,guineas,1,
0.0,1.0,37.0,4.0,8.0,8.0,hogs,1,1.0
,,37.0,,,,pheasants,1,
,,37.0,,,,quail,1,
0.0,2.0,37.0,6.0,163.0,-2.0,sheep,1,1.0
,,37.0,,,,turkeys,1,
0.0,7.0,39.0,385.0,23781.0,23782.0,cattle,1,2.0
,,39.0,,,,ckn-broilers,1,
,,39.0,,,,ckn-layers,1,
,,39.0,,,,ckn-pullets,1,
,,39.0,,,,ckn-roosters,1,
,,39.0,,,,ducks,1,
,,39.0,,,,guineas,1,
0.0,2.0,39.0,12.0,99.0,-2.0,hogs,1,1.0
,,39.0,,,,quail,1,
0.0,2.0,39.0,16.0,370.0,370.0,sheep,1,1.0
0.0,7.0,41.0,243.0,25236.0,25110.0,cattle,1,3.0
,,41.0,,,,ckn-broilers,1,
,,41.0,,,,ckn-layers,1,
,,41.0,,,,ckn-pullets,1,
,,41.0,,,,ckn-roosters,1,
,,41.0,,,,ducks,1,
0.0,1.0,41.0,5.0,7.0,7.0,hogs,1,1.0
,,41.0,,,,pheasants,1,
,,41.0,,,,quail,1,
0.0,3.0,41.0,5.0,283.0,-3.0,sheep,1,1.0
,,41.0,,,,turkeys,1,
-0.0,7.0,43.0,867.0,45396.0,45273.0,cattle,1,3.0
,,43.0,,,,ckn-broilers,1,
,,43.0,,,,ckn-layers,1,
,,43.0,,,,ckn-pullets,1,
,,43.0,,,,ckn-roosters,1,
,,43.0,,,,ducks,1,
,,43.0,,,,geese,1,
,,43.0,,,,guineas,1,
0.0,2.0,43.0,37.0,491.0,491.0,hogs,1,1.0
,,43.0,,,,peafowl,1,
,,43.0,,,,pheasants,1,
,,43.0,,,,quail,1,
0.0,3.0,43.0,41.0,1071.0,1071.0,sheep,1,1.0
,,43.0,,,,turkeys,1,
-0.0,7.0,45.0,141.0,12118.0,12154.0,cattle,1,2.0
,,45.0,,,,ckn-broilers,1,
,,45.0,,,,ckn-layers,1,
,,45.0,,,,ckn-pullets,1,
,,45.0,,,,ckn-roosters,1,
,,45.0,,,,ducks,1,
,,45.0,,,,guineas,1,
0.0,1.0,45.0,6.0,40.0,40.0,hogs,1,1.0
,,45.0,,,,peafowl,1,
,,45.0,,,,quail,1,
0.0,2.0,45.0,15.0,448.0,448.0,sheep,1,1.0
,,45.0,,,,turkeys,1,
0.0,7.0,47.0,220.0,31558.0,31558.0,cattle,1,2.0
,,47.0,,,,ckn-broilers,1,
,,47.0,,,,ckn-layers,1,
,,47.0,,,,ckn-pullets,1,
,,47.0,,,,ckn-roosters,1,
,,47.0,,,,ducks,1,
,,47.0,,,,geese,1,
,,47.0,,,,guineas,1,
-0.0,1.0,47.0,1.0,24.0,-1.0,hogs,1,1.0
,,47.0,,,,quail,1,
0.0,2.0,47.0,5.0,90.0,-2.0,sheep,1,1.0
,,47.0,,,,turkeys,1,
-0.0,7.0,49.0,972.0,55830.0,55742.0,cattle,1,2.0
,,49.0,,,,ckn-broilers,1,
,,49.0,,,,ckn-layers,1,
,,49.0,,,,ckn-pullets,1,
,,49.0,,,,ckn-roosters,1,
,,49.0,,,,ducks,1,
,,49.0,,,,geese,1,
,,49.0,,,,guineas,1,
0.0,3.0,49.0,33.0,1479.0,-3.0,hogs,1,1.0
,,49.0,,,,ostriches,1,
,,49.0,,,,quail,1,
0.0,2.0,49.0,33.0,888.0,888.0,sheep,1,1.0
,,49.0,,,,turkeys,1,
-0.0,7.0,51.0,230.0,8657.0,7301.0,cattle,1,3.0
,,51.0,,,,ckn-broilers,1,
,,51.0,,,,ckn-layers,1,
,,51.0,,,,ckn-pullets,1,
,,51.0,,,,ckn-roosters,1,
,,51.0,,,,ducks,1,
,,51.0,,,,geese,1,
,,51.0,,,,guineas,1,
0.0,2.0,51.0,14.0,127.0,127.0,hogs,1,1.0
,,51.0,,,,peafowl,1,
,,51.0,,,,pigeons,1,
,,51.0,,,,poultry-other,1,
,,51.0,,,,quail,1,
0.0,2.0,51.0,19.0,251.0,251.0,sheep,1,1.0
,,51.0,,,,turkeys,1,
0.0,7.0,53.0,158.0,8931.0,8844.0,cattle,1,3.0
,,53.0,,,,ckn-broilers,1,
,,53.0,,,,ckn-layers,1,
,,53.0,,,,ckn-pullets,1,
,,53.0,,,,ckn-roosters,1,
,,53.0,,,,ducks,1,
,,53.0,,,,emus,1,
,,53.0,,,,guineas,1,
0.0,1.0,53.0,11.0,36.0,36.0,hogs,1,1.0
0.0,3.0,53.0,9.0,320.0,103.0,sheep,1,1.0
,,53.0,,,,turkeys,1,
-0.0,7.0,55.0,385.0,18592.0,16117.0,cattle,1,2.0
,,55.0,,,,ckn-broilers,1,
,,55.0,,,,ckn-layers,1,
,,55.0,,,,ckn-pullets,1,
,,55.0,,,,ckn-roosters,1,
,,55.0,,,,ducks,1,
,,55.0,,,,guineas,1,
0.0,2.0,55.0,31.0,212.0,-2.0,hogs,1,1.0
,,55.0,,,,peafowl,1,
,,55.0,,,,pheasants,1,
,,55.0,,,,pigeons,1,
,,55.0,,,,quail,1,
0.0,3.0,55.0,26.0,571.0,188.0,sheep,1,1.0
,,55.0,,,,turkeys,1,
0.0,6.0,57.0,128.0,5520.0,5359.0,cattle,1,3.0
,,57.0,,,,ckn-broilers,1,
,,57.0,,,,ckn-layers,1,
,,57.0,,,,ckn-pullets,1,
,,57.0,,,,ckn-roosters,1,
0.0,1.0,57.0,13.0,100.0,100.0,hogs,1,1.0
0.0,1.0,57.0,4.0,42.0,42.0,sheep,1,1.0
0.0,7.0,59.0,415.0,23291.0,23291.0,cattle,1,2.0
,,59.0,,,,ckn-broilers,1,
,,59.0,,,,ckn-layers,1,
,,59.0,,,,ckn-pullets,1,
,,59.0,,,,ckn-roosters,1,
,,59.0,,,,ducks,1,
,,59.0,,,,geese,1,
,,59.0,,,,guineas,1,
0.0,2.0,59.0,20.0,204.0,-2.0,hogs,1,1.0
,,59.0,,,,quail,1,
0.0,2.0,59.0,31.0,403.0,-2.0,sheep,1,1.0
,,59.0,,,,turkeys,1,
0.0,7.0,61.0,321.0,26807.0,29150.0,cattle,1,3.0
,,61.0,,,,ckn-broilers,1,
,,61.0,,,,ckn-layers,1,
,,61.0,,,,ckn-pullets,1,
,,61.0,,,,ckn-roosters,1,
,,61.0,,,,ducks,1,
,,61.0,,,,geese,1,
,,61.0,,,,guineas,1,
0.0,1.0,61.0,13.0,90.0,90.0,hogs,1,1.0
,,61.0,,,,peafowl,1,
,,61.0,,,,quail,1,
,,61.0,,,,rheas,1,
0.0,2.0,61.0,15.0,218.0,218.0,sheep,1,1.0
,,61.0,,,,turkeys,1,
0.0,7.0,63.0,144.0,8443.0,7587.0,cattle,1,2.0
,,63.0,,,,ckn-broilers,1,
,,63.0,,,,ckn-layers,1,
,,63.0,,,,ckn-pullets,1,
-0.0,1.0,63.0,6.0,6.0,6.0,hogs,1,1.0
0.0,1.0,63.0,2.0,47.0,-1.0,sheep,1,1.0
0.0,7.0,65.0,228.0,24908.0,25067.0,cattle,1,3.0
,,65.0,,,,ckn-broilers,1,
,,65.0,,,,ckn-layers,1,
,,65.0,,,,ckn-pullets,1,
,,65.0,,,,ckn-roosters,1,
,,65.0,,,,ducks,1,
,,65.0,,,,guineas,1,
0.0,1.0,65.0,17.0,57.0,57.0,hogs,1,1.0
0.0,3.0,65.0,4.0,200.0,-3.0,sheep,1,1.0
,,65.0,,,,turkeys,1,
0.0,7.0,67.0,156.0,12223.0,12223.0,cattle,1,2.0
,,67.0,,,,ckn-broilers,1,
,,67.0,,,,ckn-layers,1,
,,67.0,,,,ckn-pullets,1,
,,67.0,,,,ckn-roosters,1,
,,67.0,,,,ducks,1,
,,67.0,,,,geese,1,
,,67.0,,,,guineas,1,
-0.0,1.0,67.0,1.0,24.0,-1.0,hogs,1,1.0
0.0,2.0,67.0,2.0,111.0,-2.0,sheep,1,1.0
,,67.0,,,,turkeys,1,
0.0,7.0,69.0,225.0,20444.0,20281.0,cattle,1,3.0
,,69.0,,,,ckn-broilers,1,
,,69.0,,,,ckn-layers,1,
,,69.0,,,,ckn-pullets,1,
,,69.0,,,,ckn-roosters,1,
,,69.0,,,,ducks,1,
,,69.0,,,,geese,1,
,,69.0,,,,guineas,1,
0.0,2.0,69.0,18.0,103.0,-2.0,hogs,1,1.0
,,69.0,,,,peafowl,1,
0.0,3.0,69.0,10.0,323.0,152.0,sheep,1,1.0
,,69.0,,,,turkeys,1,
0.0,7.0,71.0,600.0,34420.0,34444.0,cattle,1,3.0
,,71.0,,,,ckn-broilers,1,
,,71.0,,,,ckn-layers,1,
,,71.0,,,,ckn-pullets,1,
,,71.0,,,,ckn-roosters,1,
,,71.0,,,,ducks,1,
,,71.0,,,,guineas,1,
0.0,3.0,71.0,16.0,712.0,-3.0,hogs,1,1.0
,,71.0,,,,peafowl,1,
,,71.0,,,,quail,1,
0.0,3.0,71.0,28.0,764.0,336.0,sheep,1,1.0
,,71.0,,,,turkeys,1,
0.0,6.0,73.0,148.0,4245.0,4051.0,cattle,1,2.0
,,73.0,,,,ckn-broilers,1,
,,73.0,,,,ckn-layers,1,
,,73.0,,,,ckn-pullets,1,
,,73.0,,,,ckn-roosters,1,
,,73.0,,,,ducks,1,
,,73.0,,,,geese,1,
,,73.0,,,,guineas,1,
0.0,1.0,73.0,29.0,293.0,293.0,hogs,1,1.0
,,73.0,,,,peafowl,1,
,,73.0,,,,pigeons,1,
0.0,2.0,73.0,10.0,120.0,-2.0,sheep,1,1.0
,,73.0,,,,turkeys,1,
0.0,6.0,75.0,121.0,4970.0,4809.0,cattle,1,3.0
,,75.0,,,,ckn-broilers,1,
,,75.0,,,,ckn-layers,1,
,,75.0,,,,ckn-roosters,1,
,,75.0,,,,ducks,1,
,,75.0,,,,guineas,1,
0.0,1.0,75.0,6.0,65.0,65.0,hogs,1,1.0
0.0,3.0,75.0,8.0,291.0,45.0,sheep,1,1.0
,,75.0,,,,turkeys,1,
0.0,7.0,77.0,525.0,21843.0,21765.0,cattle,1,3.0
,,77.0,,,,ckn-broilers,1,
,,77.0,,,,ckn-layers,1,
,,77.0,,,,ckn-pullets,1,
,,77.0,,,,ckn-roosters,1,
,,77.0,,,,ducks,1,
,,77.0,,,,emus,1,
,,77.0,,,,geese,1,
,,77.0,,,,guineas,1,
0.0,2.0,77.0,32.0,272.0,-2.0,hogs,1,1.0
,,77.0,,,,peafowl,1,
,,77.0,,,,pheasants,1,
,,77.0,,,,pigeons,1,
,,77.0,,,,poultry-other,1,
,,77.0,,,,quail,1,
0.0,2.0,77.0,45.0,1173.0,1173.0,sheep,1,1.0
,,77.0,,,,turkeys,1,
-0.0,7.0,79.0,573.0,26807.0,24757.0,cattle,1,2.0
,,79.0,,,,ckn-broilers,1,
,,79.0,,,,ckn-layers,1,
,,79.0,,,,ckn-pullets,1,
,,79.0,,,,ckn-roosters,1,
,,79.0,,,,ducks,1,
,,79.0,,,,geese,1,
,,79.0,,,,guineas,1,
0.0,1.0,79.0,14.0,75.0,75.0,hogs,1,1.0
,,79.0,,,,peafowl,1,
,,79.0,,,,poultry-other,1,
0.0,2.0,79.0,28.0,848.0,848.0,sheep,1,1.0
,,79.0,,,,turkeys,1,
-0.0,7.0,81.0,147.0,7558.0,5812.0,cattle,1,3.0
,,81.0,,,,ckn-broilers,1,
,,81.0,,,,ckn-layers,1,
,,81.0,,,,ckn-pullets,1,
,,81.0,,,,ckn-roosters,1,
,,81.0,,,,ducks,1,
,,81.0,,,,geese,1,
,,81.0,,,,guineas,1,
0.0,2.0,81.0,9.0,524.0,24.0,hogs,1,1.0
,,81.0,,,,quail,1,
0.0,3.0,81.0,6.0,543.0,-3.0,sheep,1,1.0
,,81.0,,,,turkeys,1,
-0.0,7.0,83.0,443.0,24306.0,24248.0,cattle,1,2.0
,,83.0,,,,ckn-broilers,1,
,,83.0,,,,ckn-layers,1,
,,83.0,,,,ckn-pullets,1,
,,83.0,,,,ckn-roosters,1,
,,83.0,,,,ducks,1,
,,83.0,,,,guineas,1,
0.0,3.0,83.0,31.0,522.0,-3.0,hogs,1,1.0
,,83.0,,,,quail,1,
0.0,2.0,83.0,45.0,885.0,885.0,sheep,1,1.0
,,83.0,,,,turkeys,1,
0.0,7.0,85.0,236.0,36087.0,36087.0,cattle,1,2.0
,,85.0,,,,ckn-broilers,1,
,,85.0,,,,ckn-layers,1,
,,85.0,,,,ckn-pullets,1,
,,85.0,,,,ckn-roosters,1,
,,85.0,,,,guineas,1,
0.0,2.0,85.0,4.0,115.0,-2.0,hogs,1,1.0
0.0,2.0,85.0,7.0,302.0,-2.0,sheep,1,1.0
,,85.0,,,,turkeys,1,
0.0,7.0,87.0,134.0,8454.0,7342.0,cattle,1,3.0
,,87.0,,,,ckn-broilers,1,
,,87.0,,,,ckn-layers,1,
,,87.0,,,,ckn-roosters,1,
,,87.0,,,,ducks,1,
,,87.0,,,,guineas,1,
0.0,1.0,87.0,7.0,34.0,34.0,hogs,1,1.0
0.0,2.0,87.0,8.0,143.0,-2.0,sheep,1,1.0
-0.0,6.0,89.0,315.0,13423.0,13134.0,cattle,1,3.0
,,89.0,,,,ckn-broilers,1,
,,89.0,,,,ckn-layers,1,
,,89.0,,,,ckn-pullets,1,
,,89.0,,,,ckn-roosters,1,
,,89.0,,,,ducks,1,
,,89.0,,,,emus,1,
,,89.0,,,,geese,1,
,,89.0,,,,guineas,1,
0.0,2.0,89.0,32.0,295.0,-2.0,hogs,1,1.0
,,89.0,,,,peafowl,1,
,,89.0,,,,pheasants,1,
,,89.0,,,,poultry-other,1,
,,89.0,,,,quail,1,
,,89.0,,,,rheas,1,
0.0,3.0,89.0,31.0,939.0,939.0,sheep,1,1.0
,,89.0,,,,turkeys,1,
0.0,7.0,91.0,234.0,27923.0,27945.0,cattle,1,2.0
,,91.0,,,,ckn-broilers,1,
,,91.0,,,,ckn-layers,1,
,,91.0,,,,ckn-pullets,1,
,,91.0,,,,ckn-roosters,1,
,,91.0,,,,ducks,1,
,,91.0,,,,geese,1,
,,91.0,,,,guineas,1,
-0.0,2.0,91.0,3.0,101.0,-2.0,hogs,1,1.0
,,91.0,,,,quail,1,
0.0,1.0,91.0,8.0,68.0,68.0,sheep,1,1.0
,,91.0,,,,turkeys,1,
-0.0,7.0,93.0,271.0,13047.0,12016.0,cattle,1,2.0
,,93.0,,,,ckn-broilers,1,
,,93.0,,,,ckn-layers,1,
,,93.0,,,,ckn-pullets,1,
,,93.0,,,,ckn-roosters,1,
,,93.0,,,,ducks,1,
,,93.0,,,,geese,1,
,,93.0,,,,guineas,1,
0.0,2.0,93.0,3.0,206.0,-2.0,hogs,1,1.0
,,93.0,,,,pheasants,1,
,,93.0,,,,quail,1,
0.0,1.0,93.0,5.0,31.0,31.0,sheep,1,1.0
,,93.0,,,,turkeys,1,
-0.0,7.0,95.0,736.0,38476.0,38476.0,cattle,1,3.0
,,95.0,,,,ckn-broilers,1,
,,95.0,,,,ckn-layers,1,
,,95.0,,,,ckn-pullets,1,
,,95.0,,,,ckn-roosters,1,
,,95.0,,,,ducks,1,
,,95.0,,,,emus,1,
,,95.0,,,,geese,1,
,,95.0,,,,guineas,1,
0.0,2.0,95.0,14.0,183.0,183.0,hogs,1,1.0
,,95.0,,,,ostriches,1,
,,95.0,,,,peafowl,1,
,,95.0,,,,pigeons,1,
,,95.0,,,,poultry-other,1,
0.0,3.0,95.0,55.0,1531.0,1029.0,sheep,1,1.0
,,95.0,,,,turkeys,1,
0.0,7.0,97.0,283.0,17053.0,17207.0,cattle,1,3.0
,,97.0,,,,ckn-broilers,1,
,,97.0,,,,ckn-layers,1,
,,97.0,,,,ckn-pullets,1,
,,97.0,,,,ckn-roosters,1,
,,97.0,,,,ducks,1,
,,97.0,,,,emus,1,
,,97.0,,,,geese,1,
,,97.0,,,,guineas,1,
0.0,1.0,97.0,17.0,118.0,118.0,hogs,1,1.0
,,97.0,,,,ostriches,1,
,,97.0,,,,peafowl,1,
,,97.0,,,,quail,1,
,,97.0,,,,rheas,1,
0.0,1.0,97.0,2.0,47.0,-1.0,sheep,1,1.0
,,97.0,,,,turkeys,1,
0.0,7.0,99.0,208.0,14287.0,14203.0,cattle,1,3.0
,,99.0,,,,ckn-broilers,1,
,,99.0,,,,ckn-layers,1,
,,99.0,,,,ckn-pullets,1,
,,99.0,,,,ckn-roosters,1,
,,99.0,,,,ducks,1,
,,99.0,,,,guineas,1,
-0.0,1.0,99.0,2.0,48.0,-1.0,hogs,1,1.0
,,99.0,,,,peafowl,1,
,,99.0,,,,quail,1,
0.0,2.0,99.0,14.0,200.0,200.0,sheep,1,1.0
0.0,7.0,101.0,265.0,38527.0,38527.0,cattle,1,2.0
,,101.0,,,,ckn-broilers,1,
,,101.0,,,,ckn-layers,1,
,,101.0,,,,ckn-pullets,1,
,,101.0,,,,ckn-roosters,1,
,,101.0,,,,ducks,1,
,,101.0,,,,guineas,1,
-0.0,1.0,101.0,2.0,48.0,-1.0,hogs,1,1.0
,,101.0,,,,pheasants,1,
,,101.0,,,,quail,1,
0.0,2.0,101.0,5.0,50.0,-2.0,sheep,1,1.0
,,101.0,,,,turkeys,1,
0.0,7.0,103.0,542.0,28032.0,28032.0,cattle,1,2.0
,,103.0,,,,ckn-broilers,1,
,,103.0,,,,ckn-layers,1,
,,103.0,,,,ckn-pullets,1,
,,103.0,,,,ckn-roosters,1,
,,103.0,,,,ducks,1,
,,103.0,,,,geese,1,
,,103.0,,,,guineas,1,
0.0,3.0,103.0,37.0,214.0,76.0,hogs,1,1.0
,,103.0,,,,peafowl,1,
,,103.0,,,,pheasants,1,
,,103.0,,,,quail,1,
0.0,4.0,103.0,57.0,9209.0,9209.0,sheep,1,1.0
,,103.0,,,,turkeys,1,
-0.0,7.0,105.0,173.0,15641.0,15564.0,cattle,1,3.0
,,105.0,,,,ckn-broilers,1,
,,105.0,,,,ckn-layers,1,
,,105.0,,,,ckn-pullets,1,
,,105.0,,,,ckn-roosters,1,
,,105.0,,,,ducks,1,
,,105.0,,,,guineas,1,
-0.0,1.0,105.0,1.0,24.0,-1.0,hogs,1,1.0
0.0,2.0,105.0,7.0,175.0,-2.0,sheep,1,1.0
0.0,7.0,107.0,202.0,16686.0,17284.0,cattle,1,3.0
,,107.0,,,,ckn-broilers,1,
