county_by_farmsize,county_by_farmsize_heads,livestock,state,status,subtype,iterations
False,,ckn-roosters,26,,all,
False,,ckn-roosters,26,,dummy,
False,,ducks,26,,all,
False,,ducks,26,,dummy,
False,,emus,26,,all,
False,,emus,26,,dummy,
False,,geese,26,,all,
False,,geese,26,,dummy,
False,,guineas,26,,all,
False,,guineas,26,,dummy,
True,True,hogs,26,ignored,all,
True,True,hogs,26,ipf,dummy,131.0
False,,ostriches,26,,all,
False,,ostriches,26,,dummy,
False,,peafowl,26,,all,
False,,peafowl,26,,dummy,
False,,pheasants,26,,all,
False,,pheasants,26,,dummy,
False,,pigeons,26,,all,
False,,pigeons,26,,dummy,
False,,poultry-other,26,,all,
False,,poultry-other,26,,dummy,
False,,quail,26,,all,
False,,quail,26,,dummy,
False,,rheas,26,,all,
False,,rheas,26,,dummy,
True,True,sheep,26,ignored,all,
True,True,sheep,26,ipf,dummy,107.0
False,,turkeys,26,,all,
False,,turkeys,26,,dummy,
True,True,cattle,27,ignored,all,
True,True,cattle,27,ipf,beef,76.0
True,True,cattle,27,ipf,milk,71.0
True,True,cattle,27,ipf,other,81.0
False,,chukars,27,,all,
False,,chukars,27,,dummy,
False,,ckn-broilers,27,,all,
False,,ckn-broilers,27,,dummy,
True,False,ckn-layers,27,,all,
True,False,ckn-layers,27,,dummy,
False,,ckn-pullets,27,,all,
False,,ckn-pullets,27,,dummy,
False,,ckn-roosters,27,,all,
False,,ckn-roosters,27,,dummy,
False,,ducks,27,,all,
False,,ducks,27,,dummy,
False,,emus,27,,all,
False,,emus,27,,dummy,
False,,geese,27,,all,
False,,geese,27,,dummy,
False,,guineas,27,,all,
False,,guineas,27,,dummy,
True,True,hogs,27,ignored,all,
True,True,hogs,27,ipf,dummy,136.0
False,,ostriches,27,,all,
False,,ostriches,27,,dummy,
False,,partridges,27,,all,
False,,partridges,27,,dummy,
False,,peafowl,27,,all,
False,,peafowl,27,,dummy,
False,,pheasants,27,,all,
False,,pheasants,27,,dummy,
False,,pigeons,27,,all,
False,,pigeons,27,,dummy,
False,,quail,27,,all,
False,,quail,27,,dummy,
True,True,sheep,27,ignored,all,
True,True,sheep,27,ipf,dummy,98.0
False,,turkeys,27,,all,
False,,turkeys,27,,dummy,
True,True,cattle,28,ignored,all,
True,True,cattle,28,ipf,beef,113.0
True,True,cattle,28,ipf,milk,3.0
True,True,cattle,28,ipf,other,50.0
False,,chukars,28,,all,
False,,chukars,28,,dummy,
False,,ckn-broilers,28,,all,
False,,ckn-broilers,28,,dummy,
True,False,ckn-layers,28,,all,
True,False,ckn-layers,28,,dummy,
False,,ckn-pullets,28,,all,
False,,ckn-pullets,28,,dummy,
False,,ckn-roosters,28,,all,
False,,ckn-roosters,28,,dummy,
False,,ducks,28,,all,
False,,ducks,28,,dummy,
False,,emus,28,,all,
False,,emus,28,,dummy,
False,,geese,28,,all,
False,,geese,28,,dummy,
False,,guineas,28,,all,
False,,guineas,28,,dummy,
True,True,hogs,28,ignored,all,
True,True,hogs,28,ipf,dummy,130.0
False,,peafowl,28,,all,
False,,peafowl,28,,dummy,
False,,pheasants,28,,all,
False,,pheasants,28,,dummy,
False,,pigeons,28,,all,
False,,pigeons,28,,dummy,
False,,poultry-other,28,,all,
False,,poultry-other,28,,dummy,
False,,quail,28,,all,
False,,quail,28,,dummy,
False,,rheas,28,,all,
False,,rheas,28,,dummy,
True,True,sheep,28,ignored,all,
True,True,sheep,28,ipf,dummy,72.0
False,,turkeys,28,,all,
False,,turkeys,28,,dummy,
True,True,cattle,29,ignored,all,
True,True,cattle,29,ipf,beef,70.0
True,True,cattle,29,ipf,milk,131.0
True,True,cattle,29,ipf,other,55.0
False,,chukars,29,,all,
False,,chukars,29,,dummy,
False,,ckn-broilers,29,,all,
False,,ckn-broilers,29,,dummy,
True,False,ckn-layers,29,,all,
True,False,ckn-layers,29,,dummy,
False,,ckn-pullets,29,,all,
False,,ckn-pullets,29,,dummy,
False,,ckn-roosters,29,,all,
False,,ckn-roosters,29,,dummy,
False,,ducks,29,,all,
False,,ducks,29,,dummy,
False,,emus,29,,all,
False,,emus,29,,dummy,
False,,geese,29,,all,
False,,geese,29,,dummy,
False,,guineas,29,,all,
False,,guineas,29,,dummy,
True,True,hogs,29,ignored,all,
True,True,hogs,29,ipf,dummy,106.0
False,,ostriches,29,,all,
False,,ostriches,29,,dummy,
False,,partridges,29,,all,
False,,partridges,29,,dummy,
False,,peafowl,29,,all,
False,,peafowl,29,,dummy,
False,,pheasants,29,,all,
False,,pheasants,29,,dummy,
False,,pigeons,29,,all,
False,,pigeons,29,,dummy,
False,,poultry-other,29,,all,
False,,poultry-other,29,,dummy,
False,,quail,29,,all,
False,,quail,29,,dummy,
False,,rheas,29,,all,
False,,rheas,29,,dummy,
True,True,sheep,29,ignored,all,
True,True,sheep,29,ipf,dummy,73.0
False,,turkeys,29,,all,
False,,turkeys,29,,dummy,
True,True,cattle,30,ignored,all,
True,True,cattle,30,ipf,beef,37.0
True,True,cattle,30,ipf,milk,21.0
True,True,cattle,30,ipf,other,68.0
False,,chukars,30,,all,
False,,chukars,30,,dummy,
False,,ckn-broilers,30,,all,
False,,ckn-broilers,30,,dummy,
True,False,ckn-layers,30,,all,
True,False,ckn-layers,30,,dummy,
False,,ckn-pullets,30,,all,
False,,ckn-pullets,30,,dummy,
False,,ckn-roosters,30,,all,
False,,ckn-roosters,30,,dummy,
False,,ducks,30,,all,
False,,ducks,30,,dummy,
False,,emus,30,,all,
False,,emus,30,,dummy,
False,,geese,30,,all,
False,,geese,30,,dummy,
False,,guineas,30,,all,
False,,guineas,30,,dummy,
True,True,hogs,30,ignored,all,
True,True,hogs,30,ipf,dummy,427.0
False,,peafowl,30,,all,
False,,peafowl,30,,dummy,
False,,pheasants,30,,all,
False,,pheasants,30,,dummy,
False,,pigeons,30,,all,
False,,pigeons,30,,dummy,
False,,poultry-other,30,,all,
False,,poultry-other,30,,dummy,
False,,quail,30,,all,
False,,quail,30,,dummy,
True,True,sheep,30,ignored,all,
True,True,sheep,30,ipf,dummy,54.0
False,,turkeys,30,,all,
False,,turkeys,30,,dummy,
True,True,cattle,31,ignored,all,
True,True,cattle,31,ipf,beef,37.0
True,True,cattle,31,ipf,milk,87.0
True,True,cattle,31,ipf,other,51.0
False,,chukars,31,,all,
False,,chukars,31,,dummy,
False,,ckn-broilers,31,,all,
False,,ckn-broilers,31,,dummy,
True,False,ckn-layers,31,,all,
True,False,ckn-layers,31,,dummy,
False,,ckn-pullets,31,,all,
False,,ckn-pullets,31,,dummy,
False,,ckn-roosters,31,,all,
False,,ckn-roosters,31,,dummy,
False,,ducks,31,,all,
False,,ducks,31,,dummy,
False,,emus,31,,all,
False,,emus,31,,dummy,
False,,geese,31,,all,
False,,geese,31,,dummy,
False,,guineas,31,,all,
False,,guineas,31,,dummy,
True,True,hogs,31,ignored,all,
True,True,hogs,31,ipf,dummy,106.0
False,,partridges,31,,all,
False,,partridges,31,,dummy,
False,,peafowl,31,,all,
False,,peafowl,31,,dummy,
False,,pheasants,31,,all,
False,,pheasants,31,,dummy,
False,,pigeons,31,,all,
False,,pigeons,31,,dummy,
False,,poultry-other,31,,all,
False,,poultry-other,31,,dummy,
False,,quail,31,,all,
False,,quail,31,,dummy,
True,True,sheep,31,ignored,all,
True,True,sheep,31,ipf,dummy,117.0
False,,turkeys,31,,all,
False,,turkeys,31,,dummy,
True,True,cattle,32,ignored,all,
True,True,cattle,32,ipf,beef,10.0
True,True,cattle,32,ipf,milk,31.0
True,True,cattle,32,ipf,other,349.0
False,,chukars,32,,all,
False,,chukars,32,,dummy,
False,,ckn-broilers,32,,all,
False,,ckn-broilers,32,,dummy,
True,False,ckn-layers,32,,all,
True,False,ckn-layers,32,,dummy,
False,,ckn-pullets,32,,all,
False,,ckn-pullets,32,,dummy,
False,,ckn-roosters,32,,all,
False,,ckn-roosters,32,,dummy,
False,,ducks,32,,all,
False,,ducks,32,,dummy,
False,,emus,32,,all,
False,,emus,32,,dummy,
False,,geese,32,,all,
False,,geese,32,,dummy,
False,,guineas,32,,all,
False,,guineas,32,,dummy,
True,True,hogs,32,ignored,all,
True,True,hogs,32,ipf,dummy,51.0
False,,peafowl,32,,all,
False,,peafowl,32,,dummy,
False,,pheasants,32,,all,
False,,pheasants,32,,dummy,
False,,pigeons,32,,all,
False,,pigeons,32,,dummy,
False,,quail,32,,all,
False,,quail,32,,dummy,
True,True,sheep,32,ignored,all,
True,True,sheep,32,ipf,dummy,47.0
False,,turkeys,32,,all,
False,,turkeys,32,,dummy,
True,True,cattle,33,ignored,all,
True,True,cattle,33,ipf,beef,19.0
True,True,cattle,33,ipf,milk,54.0
True,True,cattle,33,ipf,other,59.0
False,,chukars,33,,all,
False,,chukars,33,,dummy,
False,,ckn-broilers,33,,all,
False,,ckn-broilers,33,,dummy,
True,False,ckn-layers,33,,all,
True,False,ckn-layers,33,,dummy,
False,,ckn-pullets,33,,all,
False,,ckn-pullets,33,,dummy,
False,,ckn-roosters,33,,all,
False,,ckn-roosters,33,,dummy,
False,,ducks,33,,all,
False,,ducks,33,,dummy,
False,,geese,33,,all,
False,,geese,33,,dummy,
False,,guineas,33,,all,
False,,guineas,33,,dummy,
True,True,hogs,33,ignored,all,
True,True,hogs,33,ipf,dummy,49.0
False,,ostriches,33,,all,
False,,ostriches,33,,dummy,
False,,peafowl,33,,all,
False,,peafowl,33,,dummy,
False,,pheasants,33,,all,
False,,pheasants,33,,dummy,
False,,pigeons,33,,all,
False,,pigeons,33,,dummy,
False,,quail,33,,all,
False,,quail,33,,dummy,
True,True,sheep,33,ignored,all,
True,True,sheep,33,ipf,dummy,23.0
False,,turkeys,33,,all,
False,,turkeys,33,,dummy,
True,True,cattle,34,ignored,all,
True,True,cattle,34,ipf,beef,55.0
True,True,cattle,34,ipf,milk,444.0
True,True,cattle,34,ipf,other,97.0
False,,chukars,34,,all,
False,,chukars,34,,dummy,
False,,ckn-broilers,34,,all,
False,,ckn-broilers,34,,dummy,
True,False,ckn-layers,34,,all,
True,False,ckn-layers,34,,dummy,
False,,ckn-pullets,34,,all,
False,,ckn-pullets,34,,dummy,
False,,ckn-roosters,34,,all,
False,,ckn-roosters,34,,dummy,
False,,ducks,34,,all,
False,,ducks,34,,dummy,
False,,emus,34,,all,
False,,emus,34,,dummy,
False,,geese,34,,all,
False,,geese,34,,dummy,
False,,guineas,34,,all,
False,,guineas,34,,dummy,
True,True,hogs,34,ignored,all,
True,True,hogs,34,ipf,dummy,109.0
False,,ostriches,34,,all,
False,,ostriches,34,,dummy,
False,,peafowl,34,,all,
False,,peafowl,34,,dummy,
False,,pheasants,34,,all,
False,,pheasants,34,,dummy,
False,,pigeons,34,,all,
False,,pigeons,34,,dummy,
False,,poultry-other,34,,all,
False,,poultry-other,34,,dummy,
False,,quail,34,,all,
False,,quail,34,,dummy,
False,,rheas,34,,all,
False,,rheas,34,,dummy,
True,True,sheep,34,ignored,all,
True,True,sheep,34,ipf,dummy,29.0
False,,turkeys,34,,all,
False,,turkeys,34,,dummy,
True,True,cattle,35,ignored,all,
True,True,cattle,35,ipf,beef,52.0
True,True,cattle,35,ipf,milk,17.0
True,True,cattle,35,ipf,other,71.0
False,,chukars,35,,all,
False,,chukars,35,,dummy,
False,,ckn-broilers,35,,all,
False,,ckn-broilers,35,,dummy,
True,False,ckn-layers,35,,all,
True,False,ckn-layers,35,,dummy,
False,,ckn-pullets,35,,all,
False,,ckn-pullets,35,,dummy,
False,,ckn-roosters,35,,all,
False,,ckn-roosters,35,,dummy,
False,,ducks,35,,all,
False,,ducks,35,,dummy,
False,,emus,35,,all,
False,,emus,35,,dummy,
False,,geese,35,,all,
False,,geese,35,,dummy,
False,,guineas,35,,all,
False,,guineas,35,,dummy,
True,True,hogs,35,ignored,all,
True,True,hogs,35,ipf,dummy,21.0
False,,ostriches,35,,all,
False,,ostriches,35,,dummy,
False,,peafowl,35,,all,
False,,peafowl,35,,dummy,
False,,pheasants,35,,all,
False,,pheasants,35,,dummy,
False,,pigeons,35,,all,
False,,pigeons,35,,dummy,
False,,poultry-other,35,,all,
False,,poultry-other,35,,dummy,
False,,quail,35,,all,
False,,quail,35,,dummy,
True,True,sheep,35,ignored,all,
True,True,sheep,35,ipf,dummy,501.0
False,,turkeys,35,,all,
False,,turkeys,35,,dummy,
True,True,cattle,36,ignored,all,
True,True,cattle,36,ipf,beef,85.0
True,True,cattle,36,ipf,milk,73.0
True,True,cattle,36,ipf,other,46.0
False,,chukars,36,,all,
False,,chukars,36,,dummy,
False,,ckn-broilers,36,,all,
False,,ckn-broilers,36,,dummy,
True,False,ckn-layers,36,,all,
True,False,ckn-layers,36,,dummy,
False,,ckn-pullets,36,,all,
False,,ckn-pullets,36,,dummy,
False,,ckn-roosters,36,,all,
False,,ckn-roosters,36,,dummy,
False,,ducks,36,,all,
False,,ducks,36,,dummy,
False,,emus,36,,all,
False,,emus,36,,dummy,
False,,geese,36,,all,
False,,geese,36,,dummy,
False,,guineas,36,,all,
False,,guineas,36,,dummy,
True,True,hogs,36,ignored,all,
True,True,hogs,36,ipf,dummy,125.0
False,,partridges,36,,all,
False,,partridges,36,,dummy,
False,,peafowl,36,,all,
False,,peafowl,36,,dummy,
False,,pheasants,36,,all,
False,,pheasants,36,,dummy,
False,,pigeons,36,,all,
False,,pigeons,36,,dummy,
False,,poultry-other,36,,all,
False,,poultry-other,36,,dummy,
False,,quail,36,,all,
False,,quail,36,,dummy,
True,True,sheep,36,ignored,all,
True,True,sheep,36,ipf,dummy,98.0
False,,turkeys,36,,all,
False,,turkeys,36,,dummy,
True,True,cattle,37,ignored,all,
True,True,cattle,37,ipf,beef,142.0
True,True,cattle,37,ipf,milk,229.0
True,True,cattle,37,ipf,other,51.0
False,,chukars,37,,all,
False,,chukars,37,,dummy,
False,,ckn-broilers,37,,all,
False,,ckn-broilers,37,,dummy,
True,False,ckn-layers,37,,all,
True,False,ckn-layers,37,,dummy,
False,,ckn-pullets,37,,all,
False,,ckn-pullets,37,,dummy,
False,,ckn-roosters,37,,all,
False,,ckn-roosters,37,,dummy,
False,,ducks,37,,all,
False,,ducks,37,,dummy,
False,,emus,37,,all,
False,,emus,37,,dummy,
False,,geese,37,,all,
False,,geese,37,,dummy,
False,,guineas,37,,all,
False,,guineas,37,,dummy,
True,True,hogs,37,ignored,all,
True,True,hogs,37,ipf,dummy,139.0
False,,ostriches,37,,all,
False,,ostriches,37,,dummy,
False,,peafowl,37,,all,
False,,peafowl,37,,dummy,
False,,pheasants,37,,all,
False,,pheasants,37,,dummy,
False,,pigeons,37,,all,
False,,pigeons,37,,dummy,
False,,poultry-other,37,,all,
False,,poultry-other,37,,dummy,
False,,quail,37,,all,
False,,quail,37,,dummy,
False,,rheas,37,,all,
False,,rheas,37,,dummy,
True,True,sheep,37,ignored,all,
True,True,sheep,37,ipf,dummy,27.0
False,,turkeys,37,,all,
False,,turkeys,37,,dummy,
True,True,cattle,38,ignored,all,
True,True,cattle,38,ipf,beef,6.0
True,True,cattle,38,ipf,milk,15.0
True,True,cattle,38,ipf,other,80.0
False,,chukars,38,,all,
False,,chukars,38,,dummy,
False,,ckn-broilers,38,,all,
False,,ckn-broilers,38,,dummy,
True,False,ckn-layers,38,,all,
True,False,ckn-layers,38,,dummy,
False,,ckn-pullets,38,,all,
False,,ckn-pullets,38,,dummy,
False,,ckn-roosters,38,,all,
False,,ckn-roosters,38,,dummy,
False,,ducks,38,,all,
False,,ducks,38,,dummy,
False,,geese,38,,all,
False,,geese,38,,dummy,
False,,guineas,38,,all,
False,,guineas,38,,dummy,
True,True,hogs,38,ignored,all,
True,True,hogs,38,ipf,dummy,239.0
False,,partridges,38,,all,
False,,partridges,38,,dummy,
False,,peafowl,38,,all,
False,,peafowl,38,,dummy,
False,,pheasants,38,,all,
False,,pheasants,38,,dummy,
False,,pigeons,38,,all,
False,,pigeons,38,,dummy,
False,,quail,38,,all,
False,,quail,38,,dummy,
True,True,sheep,38,ignored,all,
True,True,sheep,38,ipf,dummy,105.0
False,,turkeys,38,,all,
False,,turkeys,38,,dummy,
True,True,cattle,39,ignored,all,
True,True,cattle,39,ipf,beef,16.0
True,True,cattle,39,ipf,milk,52.0
True,True,cattle,39,ipf,other,51.0
False,,chukars,39,,all,
False,,chukars,39,,dummy,
False,,ckn-broilers,39,,all,
False,,ckn-broilers,39,,dummy,
True,False,ckn-layers,39,,all,
True,False,ckn-layers,39,,dummy,
False,,ckn-pullets,39,,all,
False,,ckn-pullets,39,,dummy,
False,,ckn-roosters,39,,all,
False,,ckn-roosters,39,,dummy,
False,,ducks,39,,all,
False,,ducks,39,,dummy,
False,,emus,39,,all,
False,,emus,39,,dummy,
False,,geese,39,,all,
False,,geese,39,,dummy,
False,,guineas,39,,all,
False,,guineas,39,,dummy,
True,True,hogs,39,ignored,all,
True,True,hogs,39,ipf,dummy,88.0
False,,ostriches,39,,all,
False,,ostriches,39,,dummy,
False,,partridges,39,,all,
False,,partridges,39,,dummy,
False,,peafowl,39,,all,
False,,peafowl,39,,dummy,
False,,pheasants,39,,all,
False,,pheasants,39,,dummy,
False,,pigeons,39,,all,
False,,pigeons,39,,dummy,
False,,poultry-other,39,,all,
False,,poultry-other,39,,dummy,
False,,quail,39,,all,
False,,quail,39,,dummy,
False,,rheas,39,,all,
False,,rheas,39,,dummy,
True,True,sheep,39,ignored,all,
True,True,sheep,39,ipf,dummy,76.0
False,,turkeys,39,,all,
False,,turkeys,39,,dummy,
True,True,cattle,40,ignored,all,
True,True,cattle,40,ipf,beef,45.0
True,True,cattle,40,ipf,milk,136.0
True,True,cattle,40,ipf,other,7.0
False,,chukars,40,,all,
False,,chukars,40,,dummy,
False,,ckn-broilers,40,,all,
False,,ckn-broilers,40,,dummy,
True,False,ckn-layers,40,,all,
True,False,ckn-layers,40,,dummy,
False,,ckn-pullets,40,,all,
False,,ckn-pullets,40,,dummy,
False,,ckn-roosters,40,,all,
False,,ckn-roosters,40,,dummy,
False,,ducks,40,,all,
False,,ducks,40,,dummy,
False,,emus,40,,all,
False,,emus,40,,dummy,
False,,geese,40,,all,
False,,geese,40,,dummy,
False,,guineas,40,,all,
False,,guineas,40,,dummy,
True,True,hogs,40,ignored,all,
True,True,hogs,40,ipf,dummy,225.0
False,,ostriches,40,,all,
False,,ostriches,40,,dummy,
False,,peafowl,40,,all,
False,,peafowl,40,,dummy,
False,,pheasants,40,,all,
False,,pheasants,40,,dummy,
False,,pigeons,40,,all,
False,,pigeons,40,,dummy,
False,,poultry-other,40,,all,
False,,poultry-other,40,,dummy,
False,,quail,40,,all,
False,,quail,40,,dummy,
False,,rheas,40,,all,
False,,rheas,40,,dummy,
True,True,sheep,40,ignored,all,
True,True,sheep,40,ipf,dummy,85.0
False,,turkeys,40,,all,
False,,turkeys,40,,dummy,
True,True,cattle,41,ignored,all,
True,True,cattle,41,ipf,beef,259.0
True,True,cattle,41,ipf,milk,63.0
True,True,cattle,41,ipf,other,78.0
False,,chukars,41,,all,
False,,chukars,41,,dummy,
False,,ckn-broilers,41,,all,
False,,ckn-broilers,41,,dummy,
True,False,ckn-layers,41,,all,
True,False,ckn-layers,41,,dummy,
False,,ckn-pullets,41,,all,
False,,ckn-pullets,41,,dummy,
False,,ckn-roosters,41,,all,
False,,ckn-roosters,41,,dummy,
False,,ducks,41,,all,
False,,ducks,41,,dummy,
False,,emus,41,,all,
False,,emus,41,,dummy,
False,,geese,41,,all,
False,,geese,41,,dummy,
False,,guineas,41,,all,
False,,guineas,41,,dummy,
True,True,hogs,41,ignored,all,
True,True,hogs,41,ipf,dummy,184.0
False,,peafowl,41,,all,
False,,peafowl,41,,dummy,
False,,pheasants,41,,all,
False,,pheasants,41,,dummy,
False,,pigeons,41,,all,
False,,pigeons,41,,dummy,
False,,poultry-other,41,,all,
False,,poultry-other,41,,dummy,
False,,quail,41,,all,
False,,quail,41,,dummy,
False,,rheas,41,,all,
False,,rheas,41,,dummy,
True,True,sheep,41,ignored,all,
True,True,sheep,41,ipf,dummy,76.0
False,,turkeys,41,,all,
False,,turkeys,41,,dummy,
True,True,cattle,42,ignored,all,
True,True,cattle,42,ipf,beef,30.0
True,True,cattle,42,ipf,milk,116.0
True,True,cattle,42,ipf,other,43.0
False,,chukars,42,,all,
False,,chukars,42,,dummy,
False,,ckn-broilers,42,,all,
False,,ckn-broilers,42,,dummy,
True,False,ckn-layers,42,,all,
True,False,ckn-layers,42,,dummy,
False,,ckn-pullets,42,,all,
False,,ckn-pullets,42,,dummy,
False,,ckn-roosters,42,,all,
False,,ckn-roosters,42,,dummy,
False,,ducks,42,,all,
False,,ducks,42,,dummy,
False,,emus,42,,all,
False,,emus,42,,dummy,
False,,geese,42,,all,
False,,geese,42,,dummy,
False,,guineas,42,,all,
False,,guineas,42,,dummy,
True,True,hogs,42,ignored,all,
True,True,hogs,42,ipf,dummy,256.0
False,,ostriches,42,,all,
False,,ostriches,42,,dummy,
False,,partridges,42,,all,
False,,partridges,42,,dummy,
False,,peafowl,42,,all,
False,,peafowl,42,,dummy,
False,,pheasants,42,,all,
False,,pheasants,42,,dummy,
False,,pigeons,42,,all,
False,,pigeons,42,,dummy,
False,,poultry-other,42,,all,
False,,poultry-other,42,,dummy,
False,,quail,42,,all,
False,,quail,42,,dummy,
False,,rheas,42,,all,
False,,rheas,42,,dummy,
True,True,sheep,42,ignored,all,
True,True,sheep,42,ipf,dummy,53.0
False,,turkeys,42,,all,
False,,turkeys,42,,dummy,
True,True,cattle,44,ignored,all,
True,True,cattle,44,ipf,beef,67.0
True,True,cattle,44,ipf,milk,92.0
True,True,cattle,44,ipf,other,19.0
False,,chukars,44,,all,
False,,chukars,44,,dummy,
False,,ckn-broilers,44,,all,
False,,ckn-broilers,44,,dummy,
True,False,ckn-layers,44,,all,
True,False,ckn-layers,44,,dummy,
False,,ckn-pullets,44,,all,
False,,ckn-pullets,44,,dummy,
False,,ckn-roosters,44,,all,
False,,ckn-roosters,44,,dummy,
False,,ducks,44,,all,
False,,ducks,44,,dummy,
False,,emus,44,,all,
False,,emus,44,,dummy,
False,,geese,44,,all,
False,,geese,44,,dummy,
False,,guineas,44,,all,
False,,guineas,44,,dummy,
True,True,hogs,44,ignored,all,
True,True,hogs,44,ipf,dummy,17.0
False,,peafowl,44,,all,
False,,peafowl,44,,dummy,
False,,pheasants,44,,all,
False,,pheasants,44,,dummy,
False,,pigeons,44,,all,
False,,pigeons,44,,dummy,
False,,quail,44,,all,
False,,quail,44,,dummy,
True,True,sheep,44,ignored,all,
True,True,sheep,44,ipf,dummy,31.0
False,,turkeys,44,,all,
False,,turkeys,44,,dummy,
True,True,cattle,45,ignored,all,
True,True,cattle,45,ipf,beef,140.0
True,True,cattle,45,ipf,milk,3.0
True,True,cattle,45,ipf,other,66.0
False,,chukars,45,,all,
False,,chukars,45,,dummy,
False,,ckn-broilers,45,,all,
False,,ckn-broilers,45,,dummy,
True,False,ckn-layers,45,,all,
True,False,ckn-layers,45,,dummy,
False,,ckn-pullets,45,,all,
False,,ckn-pullets,45,,dummy,
False,,ckn-roosters,45,,all,
False,,ckn-roosters,45,,dummy,
False,,ducks,45,,all,
False,,ducks,45,,dummy,
False,,emus,45,,all,
False,,emus,45,,dummy,
False,,geese,45,,all,
False,,geese,45,,dummy,
False,,guineas,45,,all,
False,,guineas,45,,dummy,
True,True,hogs,45,ignored,all,
True,True,hogs,45,ipf,dummy,501.0
False,,peafowl,45,,all,
False,,peafowl,45,,dummy,
False,,pheasants,45,,all,
False,,pheasants,45,,dummy,
False,,pigeons,45,,all,
False,,pigeons,45,,dummy,
False,,poultry-other,45,,all,
False,,poultry-other,45,,dummy,
False,,quail,45,,all,
False,,quail,45,,dummy,
True,True,sheep,45,ignored,all,
True,True,sheep,45,ipf,dummy,315.0
False,,turkeys,45,,all,
False,,turkeys,45,,dummy,
True,True,cattle,46,ignored,all,
True,True,cattle,46,ipf,beef,21.0
True,True,cattle,46,ipf,milk,21.0
True,True,cattle,46,ipf,other,59.0
False,,chukars,46,,all,
False,,chukars,46,,dummy,
False,,ckn-broilers,46,,all,
False,,ckn-broilers,46,,dummy,
True,False,ckn-layers,46,,all,
True,False,ckn-layers,46,,dummy,
False,,ckn-pullets,46,,all,
False,,ckn-pullets,46,,dummy,
False,,ckn-roosters,46,,all,
False,,ckn-roosters,46,,dummy,
False,,ducks,46,,all,
False,,ducks,46,,dummy,
False,,emus,46,,all,
False,,emus,46,,dummy,
False,,geese,46,,all,
False,,geese,46,,dummy,
False,,guineas,46,,all,
False,,guineas,46,,dummy,
True,True,hogs,46,ignored,all,
True,True,hogs,46,ipf,dummy,105.0
False,,ostriches,46,,all,
False,,ostriches,46,,dummy,
False,,peafowl,46,,all,
False,,peafowl,46,,dummy,
False,,pheasants,46,,all,
False,,pheasants,46,,dummy,
False,,pigeons,46,,all,
False,,pigeons,46,,dummy,
False,,poultry-other,46,,all,
False,,poultry-other,46,,dummy,
False,,quail,46,,all,
False,,quail,46,,dummy,
True,True,sheep,46,ignored,all,
True,True,sheep,46,ipf,dummy,229.0
False,,turkeys,46,,all,
False,,turkeys,46,,dummy,
True,True,cattle,47,ignored,all,
True,True,cattle,47,ipf,beef,12.0
True,True,cattle,47,ipf,milk,96.0
True,True,cattle,47,ipf,other,56.0
False,,chukars,47,,all,
False,,chukars,47,,dummy,
False,,ckn-broilers,47,,all,
False,,ckn-broilers,47,,dummy,
True,False,ckn-layers,47,,all,
True,False,ckn-layers,47,,dummy,
False,,ckn-pullets,47,,all,
False,,ckn-pullets,47,,dummy,
False,,ckn-roosters,47,,all,
False,,ckn-roosters,47,,dummy,
False,,ducks,47,,all,
False,,ducks,47,,dummy,
False,,emus,47,,all,
False,,emus,47,,dummy,
False,,geese,47,,all,
False,,geese,47,,dummy,
False,,guineas,47,,all,
False,,guineas,47,,dummy,
True,True,hogs,47,ignored,all,
True,True,hogs,47,ipf,dummy,434.0
False,,ostriches,47,,all,
False,,ostriches,47,,dummy,
False,,peafowl,47,,all,
False,,peafowl,47,,dummy,
False,,pheasants,47,,all,
False,,pheasants,47,,dummy,
False,,pigeons,47,,all,
False,,pigeons,47,,dummy,
False,,poultry-other,47,,all,
False,,poultry-other,47,,dummy,
False,,quail,47,,all,
False,,quail,47,,dummy,
False,,rheas,47,,all,
False,,rheas,47,,dummy,
True,True,sheep,47,ignored,all,
True,True,sheep,47,ipf,dummy,25.0
False,,turkeys,47,,all,
False,,turkeys,47,,dummy,
True,True,cattle,48,ignored,all,
True,True,cattle,48,ipf,beef,103.0
True,True,cattle,48,ipf,milk,152.0
True,True,cattle,48,ipf,other,31.0
False,,chukars,48,,all,
False,,chukars,48,,dummy,
False,,ckn-broilers,48,,all,
False,,ckn-broilers,48,,dummy,
True,False,ckn-layers,48,,all,
True,False,ckn-layers,48,,dummy,
False,,ckn-pullets,48,,all,
False,,ckn-pullets,48,,dummy,
False,,ckn-roosters,48,,all,
False,,ckn-roosters,48,,dummy,
False,,ducks,48,,all,
False,,ducks,48,,dummy,
False,,emus,48,,all,
False,,emus,48,,dummy,
False,,geese,48,,all,
False,,geese,48,,dummy,
False,,guineas,48,,all,
False,,guineas,48,,dummy,
True,True,hogs,48,ignored,all,
True,True,hogs,48,ipf,dummy,377.0
False,,ostriches,48,,all,
False,,ostriches,48,,dummy,
False,,partridges,48,,all,
False,,partridges,48,,dummy,
False,,peafowl,48,,all,
False,,peafowl,48,,dummy,
False,,pheasants,48,,all,
False,,pheasants,48,,dummy,
False,,pigeons,48,,all,
False,,pigeons,48,,dummy,
False,,poultry-other,48,,all,
False,,poultry-other,48,,dummy,
False,,quail,48,,all,
False,,quail,48,,dummy,
False,,rheas,48,,all,
False,,rheas,48,,dummy,
