county_by_farmsize,county_by_farmsize_heads,livestock,state,status,subtype,iterations
True,True,sheep,48,ignored,all,
True,True,sheep,48,ipf,dummy,70.0
False,,turkeys,48,,all,
False,,turkeys,48,,dummy,
True,True,cattle,49,ignored,all,
True,True,cattle,49,ipf,beef,73.0
True,True,cattle,49,ipf,milk,141.0
True,True,cattle,49,ipf,other,50.0
False,,chukars,49,,all,
False,,chukars,49,,dummy,
False,,ckn-broilers,49,,all,
False,,ckn-broilers,49,,dummy,
True,False,ckn-layers,49,,all,
True,False,ckn-layers,49,,dummy,
False,,ckn-pullets,49,,all,
False,,ckn-pullets,49,,dummy,
False,,ckn-roosters,49,,all,
False,,ckn-roosters,49,,dummy,
False,,ducks,49,,all,
False,,ducks,49,,dummy,
False,,emus,49,,all,
False,,emus,49,,dummy,
False,,geese,49,,all,
False,,geese,49,,dummy,
False,,guineas,49,,all,
False,,guineas,49,,dummy,
True,True,hogs,49,ignored,all,
True,True,hogs,49,ipf,dummy,212.0
False,,peafowl,49,,all,
False,,peafowl,49,,dummy,
False,,pheasants,49,,all,
False,,pheasants,49,,dummy,
False,,pigeons,49,,all,
False,,pigeons,49,,dummy,
False,,poultry-other,49,,all,
False,,poultry-other,49,,dummy,
False,,quail,49,,all,
False,,quail,49,,dummy,
True,True,sheep,49,ignored,all,
True,True,sheep,49,ipf,dummy,27.0
False,,turkeys,49,,all,
False,,turkeys,49,,dummy,
True,True,cattle,50,ignored,all,
True,True,cattle,50,ipf,beef,26.0
True,True,cattle,50,ipf,milk,77.0
True,True,cattle,50,ipf,other,36.0
False,,ckn-broilers,50,,all,
False,,ckn-broilers,50,,dummy,
True,False,ckn-layers,50,,all,
True,False,ckn-layers,50,,dummy,
False,,ckn-pullets,50,,all,
False,,ckn-pullets,50,,dummy,
False,,ckn-roosters,50,,all,
False,,ckn-roosters,50,,dummy,
False,,ducks,50,,all,
False,,ducks,50,,dummy,
False,,geese,50,,all,
False,,geese,50,,dummy,
False,,guineas,50,,all,
False,,guineas,50,,dummy,
True,True,hogs,50,ignored,all,
True,True,hogs,50,ipf,dummy,143.0
False,,peafowl,50,,all,
False,,peafowl,50,,dummy,
False,,pheasants,50,,all,
False,,pheasants,50,,dummy,
False,,pigeons,50,,all,
False,,pigeons,50,,dummy,
False,,quail,50,,all,
False,,quail,50,,dummy,
True,True,sheep,50,ignored,all,
True,True,sheep,50,ipf,dummy,470.0
False,,turkeys,50,,all,
False,,turkeys,50,,dummy,
True,True,cattle,51,ignored,all,
True,True,cattle,51,ipf,beef,167.0
True,True,cattle,51,ipf,milk,82.0
True,True,cattle,51,ipf,other,68.0
False,,chukars,51,,all,
False,,chukars,51,,dummy,
False,,ckn-broilers,51,,all,
False,,ckn-broilers,51,,dummy,
True,False,ckn-layers,51,,all,
True,False,ckn-layers,51,,dummy,
False,,ckn-pullets,51,,all,
False,,ckn-pullets,51,,dummy,
False,,ckn-roosters,51,,all,
False,,ckn-roosters,51,,dummy,
False,,ducks,51,,all,
False,,ducks,51,,dummy,
False,,emus,51,,all,
False,,emus,51,,dummy,
False,,geese,51,,all,
False,,geese,51,,dummy,
False,,guineas,51,,all,
False,,guineas,51,,dummy,
True,True,hogs,51,ignored,all,
True,True,hogs,51,ipf,dummy,69.0
False,,ostriches,51,,all,
False,,ostriches,51,,dummy,
False,,partridges,51,,all,
False,,partridges,51,,dummy,
False,,peafowl,51,,all,
False,,peafowl,51,,dummy,
False,,pheasants,51,,all,
False,,pheasants,51,,dummy,
False,,pigeons,51,,all,
False,,pigeons,51,,dummy,
False,,poultry-other,51,,all,
False,,poultry-other,51,,dummy,
False,,quail,51,,all,
False,,quail,51,,dummy,
False,,rheas,51,,all,
False,,rheas,51,,dummy,
True,True,sheep,51,ignored,all,
True,True,sheep,51,ipf,dummy,111.0
False,,turkeys,51,,all,
False,,turkeys,51,,dummy,
True,True,cattle,53,ignored,all,
True,True,cattle,53,ipf,beef,501.0
True,True,cattle,53,ipf,milk,114.0
True,True,cattle,53,ipf,other,73.0
False,,chukars,53,,all,
False,,chukars,53,,dummy,
False,,ckn-broilers,53,,all,
False,,ckn-broilers,53,,dummy,
True,False,ckn-layers,53,,all,
True,False,ckn-layers,53,,dummy,
False,,ckn-pullets,53,,all,
False,,ckn-pullets,53,,dummy,
False,,ckn-roosters,53,,all,
False,,ckn-roosters,53,,dummy,
False,,ducks,53,,all,
False,,ducks,53,,dummy,
False,,emus,53,,all,
False,,emus,53,,dummy,
False,,geese,53,,all,
False,,geese,53,,dummy,
False,,guineas,53,,all,
False,,guineas,53,,dummy,
True,True,hogs,53,ignored,all,
True,True,hogs,53,ipf,dummy,273.0
False,,partridges,53,,all,
False,,partridges,53,,dummy,
False,,peafowl,53,,all,
False,,peafowl,53,,dummy,
False,,pheasants,53,,all,
False,,pheasants,53,,dummy,
False,,pigeons,53,,all,
False,,pigeons,53,,dummy,
False,,poultry-other,53,,all,
False,,poultry-other,53,,dummy,
False,,quail,53,,all,
False,,quail,53,,dummy,
True,True,sheep,53,ignored,all,
True,True,sheep,53,ipf,dummy,108.0
False,,turkeys,53,,all,
False,,turkeys,53,,dummy,
True,True,cattle,54,ignored,all,
True,True,cattle,54,ipf,beef,374.0
True,True,cattle,54,ipf,milk,53.0
True,True,cattle,54,ipf,other,62.0
False,,chukars,54,,all,
False,,chukars,54,,dummy,
False,,ckn-broilers,54,,all,
False,,ckn-broilers,54,,dummy,
True,False,ckn-layers,54,,all,
True,False,ckn-layers,54,,dummy,
False,,ckn-pullets,54,,all,
False,,ckn-pullets,54,,dummy,
False,,ckn-roosters,54,,all,
False,,ckn-roosters,54,,dummy,
False,,ducks,54,,all,
False,,ducks,54,,dummy,
False,,emus,54,,all,
False,,emus,54,,dummy,
False,,geese,54,,all,
False,,geese,54,,dummy,
False,,guineas,54,,all,
False,,guineas,54,,dummy,
True,True,hogs,54,ignored,all,
True,True,hogs,54,ipf,dummy,53.0
False,,peafowl,54,,all,
False,,peafowl,54,,dummy,
False,,pheasants,54,,all,
False,,pheasants,54,,dummy,
False,,pigeons,54,,all,
False,,pigeons,54,,dummy,
False,,poultry-other,54,,all,
False,,poultry-other,54,,dummy,
False,,quail,54,,all,
False,,quail,54,,dummy,
True,True,sheep,54,ignored,all,
True,True,sheep,54,ipf,dummy,125.0
False,,turkeys,54,,all,
False,,turkeys,54,,dummy,
True,True,cattle,55,ignored,all,
True,True,cattle,55,ipf,beef,44.0
True,True,cattle,55,ipf,milk,90.0
True,True,cattle,55,ipf,other,54.0
False,,chukars,55,,all,
False,,chukars,55,,dummy,
False,,ckn-broilers,55,,all,
False,,ckn-broilers,55,,dummy,
True,False,ckn-layers,55,,all,
True,False,ckn-layers,55,,dummy,
False,,ckn-pullets,55,,all,
False,,ckn-pullets,55,,dummy,
False,,ckn-roosters,55,,all,
False,,ckn-roosters,55,,dummy,
False,,ducks,55,,all,
False,,ducks,55,,dummy,
False,,emus,55,,all,
False,,emus,55,,dummy,
False,,geese,55,,all,
False,,geese,55,,dummy,
False,,guineas,55,,all,
False,,guineas,55,,dummy,
True,True,hogs,55,ignored,all,
True,True,hogs,55,ipf,dummy,150.0
False,,ostriches,55,,all,
False,,ostriches,55,,dummy,
False,,partridges,55,,all,
False,,partridges,55,,dummy,
False,,peafowl,55,,all,
False,,peafowl,55,,dummy,
False,,pheasants,55,,all,
False,,pheasants,55,,dummy,
False,,pigeons,55,,all,
False,,pigeons,55,,dummy,
False,,poultry-other,55,,all,
False,,poultry-other,55,,dummy,
False,,quail,55,,all,
False,,quail,55,,dummy,
False,,rheas,55,,all,
False,,rheas,55,,dummy,
True,True,sheep,55,ignored,all,
True,True,sheep,55,ipf,dummy,32.0
False,,turkeys,55,,all,
False,,turkeys,55,,dummy,
True,True,cattle,56,ignored,all,
True,True,cattle,56,ipf,beef,14.0
True,True,cattle,56,ipf,milk,29.0
True,True,cattle,56,ipf,other,9.0
False,,chukars,56,,all,
False,,chukars,56,,dummy,
False,,ckn-broilers,56,,all,
False,,ckn-broilers,56,,dummy,
True,False,ckn-layers,56,,all,
True,False,ckn-layers,56,,dummy,
False,,ckn-pullets,56,,all,
False,,ckn-pullets,56,,dummy,
False,,ckn-roosters,56,,all,
False,,ckn-roosters,56,,dummy,
False,,ducks,56,,all,
False,,ducks,56,,dummy,
False,,emus,56,,all,
False,,emus,56,,dummy,
False,,geese,56,,all,
False,,geese,56,,dummy,
False,,guineas,56,,all,
False,,guineas,56,,dummy,
True,True,hogs,56,ignored,all,
True,True,hogs,56,ipf,dummy,2.0
False,,partridges,56,,all,
False,,partridges,56,,dummy,
False,,peafowl,56,,all,
False,,peafowl,56,,dummy,
False,,pheasants,56,,all,
False,,pheasants,56,,dummy,
False,,pigeons,56,,all,
False,,pigeons,56,,dummy,
False,,poultry-other,56,,all,
False,,poultry-other,56,,dummy,
False,,quail,56,,all,
False,,quail,56,,dummy,
True,True,sheep,56,ignored,all,
True,True,sheep,56,ipf,dummy,43.0
False,,turkeys,56,,all,
False,,turkeys,56,,dummy,
