status,county_by_farmsize,deficit,diff,farms_by_size,lambda0,tot_farms,tot_heads
gaps,False,477967.5,477991.5,False,19915.3125,564.0,487193.5
ignored,,,,,,,
gaps,False,5742.0,5764.0,False,261.0,607.0,7886.0
ignored,,,,,,,
gaps,False,234.0,251.0,False,13.764705882352942,627.0,15257.0
ignored,,,,,,,
gaps,False,146.0,151.0,False,29.2,19.0,204.0
ignored,,,,,,,
gaps,False,337.0,365.0,False,12.035714285714286,215.0,1352.0
ignored,,,,,,,
gaps,False,435.0,456.9999999999991,False,19.772727272727273,439.0,4697.0
ignored,,,,,,,
gaps,True,1198046.0,1198080.0000000002,True,65122.333333333336,907.0,1907011.0
ignored,,,,,,,
gaps,False,799.4666666666666,800.4666666666666,False,799.4666666666666,1.0,799.4666666666666
ignored,,,,,,,
gaps,False,260.0,282.0,False,11.818181818181818,100.0,1261.0
ignored,,,,,,,
gaps,False,109417.0,109437.0,False,5470.849999999999,87.0,337287.0
ignored,,,,,,,
gaps,False,223.0,232.99999999999977,False,22.299999999999997,26.0,637.0
ignored,,,,,,,
gaps,False,29471.0,29488.0,False,1733.5882352941176,85.0,33183.0
ignored,,,,,,,
gaps,True,20058.0,20074.0,True,6496.0,1281.0,94511.0
ignored,,,,,,,
gaps,False,369170.0,369201.0,False,11908.709677419356,254.0,370554.0
ignored,,,,,,,
gaps,True,124220.0,124253.0,True,324.48275862068965,28073.0,914865.0
gaps,True,1439.0,1469.9999999999927,True,11.32,1062.0,45904.0
gaps,True,123.0,125.0,True,13.5,25047.0,915614.0
ignored,,,,,,,
gaps,False,8480.0,8495.0,False,565.3333333333334,25.0,9005.0
ignored,,,,,,,
gaps,False,1213474.0,1213501.9999999925,False,43338.357142857145,1319.0,48826967.0
ignored,,,,,,,
gaps,False,1433527.0,1433537.0,True,706865.0,8586.0,5542366.0
ignored,,,,,,,
gaps,False,1557610.0,1557637.0,False,57689.259259259255,1305.0,2002388.0
ignored,,,,,,,
gaps,False,35048.0,35068.00000000003,False,1752.3999999999999,1513.0,220216.0
ignored,,,,,,,
gaps,False,177.0,190.00000000000182,False,13.615384615384615,1118.0,12585.0
ignored,,,,,,,
gaps,False,32.0,39.0,False,4.571428571428572,20.0,74.0
ignored,,,,,,,
gaps,False,362.0,399.0,False,9.783783783783782,363.0,2243.0
ignored,,,,,,,
gaps,False,290.0,312.0,False,13.181818181818182,798.0,7492.0
ignored,,,,,,,
gaps,True,261229.0,261248.0,True,30933.75,1564.0,454797.0
ignored,,,,,,,
gaps,False,10.0,12.0,False,5.0,4.0,10.0
ignored,,,,,,,
gaps,False,314.0,353.9999999999998,False,7.85,232.0,1417.0
ignored,,,,,,,
gaps,False,9826.0,9847.0,False,467.9047619047619,42.0,10010.0
ignored,,,,,,,
gaps,False,1088.0,1108.0000000000005,False,54.4,77.0,2884.0
ignored,,,,,,,
gaps,False,617.0,620.0,False,205.66666666666669,8.0,617.0
ignored,,,,,,,
gaps,False,5430.0,5466.000000000002,False,150.83333333333334,186.0,12462.0
ignored,,,,,,,
gaps,False,13.555555555555555,14.555555555555555,False,13.555555555555555,1.0,13.555555555555555
ignored,,,,,,,
gaps,True,238.0,244.0,True,22.166666666666664,2744.0,72199.0
ignored,,,,,,,
gaps,False,227551.0,227587.0,False,6320.86111111111,685.0,665495.0
ignored,,,,,,,
gaps,True,111665.0,111676.0,True,783.3636363636366,10332.0,441012.0
gaps,True,914.0,925.0,True,12.100000000000001,74.0,7796.0
no gaps,,,,,,9209.0,281683.0
ignored,,,,,,,
gaps,False,32.0,36.0,False,8.0,5.0,32.0
ignored,,,,,,,
gaps,False,984424.0,984438.0,False,70316.0,642.0,27083927.0
ignored,,,,,,,
gaps,False,325507.0,325515.0,True,18226.6,3187.0,3336175.0
ignored,,,,,,,
gaps,False,475740.0,475756.0,False,29733.75,520.0,483947.0
ignored,,,,,,,
gaps,False,37700.0,37709.000000000015,False,4188.888888888889,690.0,106573.0
ignored,,,,,,,
gaps,False,595.0,605.0,False,59.5,510.0,7734.0
ignored,,,,,,,
gaps,False,36.0,39.0,False,12.0,10.0,44.0
ignored,,,,,,,
gaps,False,166.0,182.99999999999977,False,9.764705882352942,204.0,1010.0
ignored,,,,,,,
gaps,False,164.0,174.0,False,16.4,297.0,3240.0
ignored,,,,,,,
gaps,True,237.0,247.0,True,12.100000000000001,673.0,5124.0
ignored,,,,,,,
gaps,False,158.75,159.75,False,158.75,2.0,158.75
ignored,,,,,,,
gaps,False,522.0,535.0,False,40.15384615384615,122.0,1165.0
ignored,,,,,,,
gaps,False,32.0,35.00000000000091,False,10.666666666666668,20.0,4562.0
ignored,,,,,,,
gaps,False,76.0,80.0,False,19.0,43.0,736.0
ignored,,,,,,,
gaps,False,372.0,379.0,False,53.142857142857146,35.0,1085.0
ignored,,,,,,,
gaps,False,5639.0,5647.0,False,704.875,122.0,12237.0
ignored,,,,,,,
gaps,False,13.555555555555555,14.555555555555555,False,13.555555555555555,2.0,13.555555555555555
ignored,,,,,,,
gaps,True,855.0,865.0,True,42.5,794.0,14200.0
ignored,,,,,,,
gaps,False,83.0,92.0,False,9.222222222222221,307.0,1862.0
ignored,,,,,,,
gaps,True,272.0,274.0,True,37.0,1107.0,11298.0
gaps,True,72.0,74.0,True,6.5,292.0,24836.0
no gaps,,,,,,1179.0,36141.0
ignored,,,,,,,
gaps,False,1683.5714285714287,1685.5714285714287,False,841.7857142857143,5.0,1716.5714285714287
ignored,,,,,,,
gaps,False,32697.0,32699.0,False,16348.5,277.0,133684.0
ignored,,,,,,,
gaps,False,479409.0,479412.0,True,342539.0,1619.0,543946.0
ignored,,,,,,,
no gaps,,,,,,214.0,5099.0
ignored,,,,,,,
no gaps,,,,,,319.0,1178.0
ignored,,,,,,,
no gaps,,,,,,335.0,5653.0
ignored,,,,,,,
gaps,False,15.0,18.0,False,5.0,18.0,105.0
ignored,,,,,,,
gaps,False,50.0,53.0,False,16.666666666666664,134.0,618.0
ignored,,,,,,,
no gaps,,,,,,142.0,1272.0
ignored,,,,,,,
no gaps,,,,,,418.0,5016.0
ignored,,,,,,,
gaps,False,799.4666666666666,800.4666666666666,False,799.4666666666666,1.0,799.4666666666666
ignored,,,,,,,
gaps,False,23.0,26.000000000000014,False,7.666666666666666,34.0,118.0
ignored,,,,,,,
gaps,False,13040.142857142857,13043.142857142859,False,4346.714285714286,5.0,13040.142857142857
ignored,,,,,,,
gaps,False,194.0,199.0,False,38.8,12.0,1094.0
ignored,,,,,,,
gaps,False,170.0,173.0,False,56.66666666666667,20.0,362.0
ignored,,,,,,,
no gaps,,,,,,530.0,11510.0
ignored,,,,,,,
gaps,False,3702.0,3705.0,False,1234.0,195.0,7231.0
ignored,,,,,,,
gaps,True,3227.0,3231.0,True,129.50000000000009,2295.0,40935.0
gaps,True,959.0,963.0,True,294.0,342.0,38290.0
no gaps,,,,,,2231.0,73169.0
ignored,,,,,,,
gaps,False,7040.0,7043.000000000001,False,2346.666666666667,5.0,7040.0
ignored,,,,,,,
gaps,False,16791.0,16794.0,False,5597.0,690.0,60567658.0
ignored,,,,,,,
gaps,False,2331481.0,2331485.0,True,633209.6666666667,2292.0,2459130.0
ignored,,,,,,,
gaps,False,444171.0,444174.0,False,148057.0,314.0,452534.0
ignored,,,,,,,
gaps,False,5766.0,5770.0,False,1441.5,391.0,7143.0
ignored,,,,,,,
gaps,False,43.0,46.00000000000182,False,14.333333333333332,369.0,12848.0
ignored,,,,,,,
gaps,False,157.0,166.99999999999997,False,15.700000000000001,32.0,192.0
ignored,,,,,,,
gaps,False,39.0,41.0,False,19.5,152.0,802.0
ignored,,,,,,,
gaps,False,34.0,37.0,False,11.333333333333332,185.0,1717.0
ignored,,,,,,,
gaps,True,7997.0,8003.0,True,2176.0,550.0,20219.0
ignored,,,,,,,
gaps,False,158.75,159.75,False,158.75,1.0,158.75
ignored,,,,,,,
gaps,False,54.0,60.0,False,9.0,61.0,223.0
ignored,,,,,,,
gaps,False,6681.0,6685.0,False,1670.25,21.0,6946.0
ignored,,,,,,,
gaps,False,412.0,417.0000000000002,False,82.4,25.0,1439.0
ignored,,,,,,,
gaps,False,96.0,100.0,False,24.0,10.0,106.0
ignored,,,,,,,
gaps,False,18419.0,18424.999999999996,False,3069.833333333333,39.0,21840.0
ignored,,,,,,,
gaps,False,13.555555555555555,14.555555555555555,False,13.555555555555555,1.0,13.555555555555555
ignored,,,,,,,
gaps,True,100.0,102.0,True,45.5,813.0,18912.0
ignored,,,,,,,
gaps,False,9318.0,9326.99999999997,False,1035.3333333333333,224.0,100789.0
ignored,,,,,,,
gaps,True,873.0,877.0,True,59.0,794.0,7652.0
gaps,True,683.0,687.0,True,197.0,151.0,9962.0
no gaps,,,,,,748.0,15479.0
ignored,,,,,,,
gaps,False,688.0,691.0000000000018,False,229.33333333333331,7.0,14188.0
ignored,,,,,,,
gaps,False,96.0,98.0,False,48.0,211.0,36805.0
ignored,,,,,,,
no gaps,,,,,,1611.0,182630.0
ignored,,,,,,,
gaps,False,879.0,881.0,False,439.5,233.0,9793.0
ignored,,,,,,,
no gaps,,,,,,282.0,1166.0
ignored,,,,,,,
no gaps,,,,,,266.0,3530.0
ignored,,,,,,,
gaps,False,15.0,17.0,False,7.5,8.0,15.0
ignored,,,,,,,
gaps,False,42.0,46.0,False,10.5,124.0,525.0
ignored,,,,,,,
gaps,False,26.0,28.0,False,13.0,90.0,704.0
ignored,,,,,,,
no gaps,,,,,,306.0,7271.0
ignored,,,,,,,
no gaps,,,,,,3.0,5400.0
ignored,,,,,,,
gaps,False,24.0,27.0,False,8.0,48.0,231.0
ignored,,,,,,,
gaps,False,94.0,96.0,False,47.0,21.0,18193.0
ignored,,,,,,,
gaps,False,62.0,64.99999999999989,False,20.666666666666664,25.0,930.0
ignored,,,,,,,
gaps,False,1440.0,1443.0,False,480.0,5.0,1440.0
ignored,,,,,,,
gaps,False,655.0,658.0000000000005,False,218.33333333333331,30.0,3279.0
ignored,,,,,,,
no gaps,,,,,,631.0,12280.0
ignored,,,,,,,
gaps,False,110.0,112.0,False,55.0,184.0,12967.0
ignored,,,,,,,
gaps,True,10917.0,10936.0,True,143.9375,6514.0,100552.0
gaps,True,10263.0,10280.0,True,760.5,1481.0,436254.0
gaps,True,148.0,150.0,True,26.0,7887.0,579751.0
ignored,,,,,,,
gaps,False,7037.0,7044.0,False,1005.2857142857143,19.0,8747.0
ignored,,,,,,,
gaps,False,584806.0,584814.0,False,73100.75,1566.0,2277900.0
ignored,,,,,,,
gaps,False,10412748.0,10412754.0,True,3342348.0,7699.0,17234017.0
ignored,,,,,,,
gaps,False,3199501.0,3199514.000000001,False,246115.46153846153,1097.0,4829282.0
ignored,,,,,,,
gaps,False,9220.0,9230.0,False,922.0,1155.0,15642.0
ignored,,,,,,,
gaps,False,7448.0,7456.0,False,931.0,1494.0,24296.0
ignored,,,,,,,
gaps,False,90.0,109.0,False,4.736842105263158,45.0,195.0
ignored,,,,,,,
gaps,False,123.0,138.0,False,8.2,455.0,3019.0
ignored,,,,,,,
gaps,False,294.0,311.0,False,17.294117647058822,573.0,4151.0
ignored,,,,,,,
gaps,True,92953.0,92959.0,True,28788.333333333336,2099.0,1262145.0
ignored,,,,,,,
gaps,False,26.0,31.000000000000014,False,5.2,13.0,71.0
ignored,,,,,,,
gaps,False,311.0,333.0000000000002,False,14.136363636363637,210.0,1395.0
ignored,,,,,,,
gaps,False,477316.0,477335.99999999994,False,23865.8,133.0,486820.0
ignored,,,,,,,
gaps,False,1500.0,1517.9999999999998,False,83.33333333333334,49.0,1908.0
ignored,,,,,,,
gaps,False,1099.6153846153845,1100.6153846153845,False,1099.6153846153845,2.0,1099.6153846153845
ignored,,,,,,,
gaps,False,2154.0,2171.000000000001,False,126.70588235294117,143.0,6427.0
ignored,,,,,,,
gaps,False,13.555555555555555,16.555555555555557,False,4.518518518518519,3.0,13.555555555555555
ignored,,,,,,,
gaps,True,2963.0,2969.0,True,907.0,2362.0,84596.0
ignored,,,,,,,
gaps,False,164789.0,164810.0,False,7847.0952380952385,896.0,1975551.0
ignored,,,,,,,
gaps,True,27672.0,27684.0,True,342.9090909090909,11691.0,364629.0
gaps,True,64886.0,64901.0,True,9626.833333333332,2185.0,459536.0
gaps,True,15790.0,15793.0,True,1857.333333333333,14574.0,1297460.0
ignored,,,,,,,
gaps,False,1356.0,1360.9999999999927,False,271.2,28.0,35131.0
ignored,,,,,,,
gaps,False,700629.0,700645.0,False,43789.3125,1285.0,7767645.0
ignored,,,,,,,
gaps,False,2221324.0,2221331.0,True,519185.0,6146.0,14553497.0
ignored,,,,,,,
gaps,False,1842368.0,1842384.0,False,115148.0,723.0,4185443.0
ignored,,,,,,,
gaps,False,4713.0,4730.000000000015,False,277.2352941176471,689.0,114472.0
ignored,,,,,,,
gaps,False,855.0,862.0,False,122.14285714285715,834.0,18056.0
ignored,,,,,,,
gaps,False,77.0,88.0,False,7.0,31.0,117.0
ignored,,,,,,,
gaps,False,231.0,247.99999999999955,False,13.588235294117647,354.0,2700.0
ignored,,,,,,,
gaps,False,214.0,226.0,False,17.833333333333332,518.0,5198.0
ignored,,,,,,,
gaps,True,29278.0,29288.0,True,4259.4,2928.0,8873776.0
ignored,,,,,,,
gaps,False,8.0,11.0,False,2.666666666666667,6.0,8.0
ignored,,,,,,,
gaps,False,799.4666666666666,800.4666666666666,False,799.4666666666666,1.0,799.4666666666666
ignored,,,,,,,
gaps,False,386.0,412.0,False,14.846153846153845,197.0,1331.0
ignored,,,,,,,
gaps,False,70562.0,70576.00000000003,False,5040.142857142857,105.0,145319.0
ignored,,,,,,,
gaps,False,1967.0,1982.0,False,131.13333333333335,44.0,2224.0
ignored,,,,,,,
gaps,False,611.0,621.0,False,61.099999999999994,83.0,268222.0
ignored,,,,,,,
gaps,True,2113.0,2118.0,True,420.0,2137.0,109592.0
ignored,,,,,,,
gaps,False,3658502.0,3658537.0,False,104528.62857142858,623.0,14927734.0
ignored,,,,,,,
gaps,True,66409.0,66423.0,True,384.6363636363637,12508.0,435176.0
gaps,True,3941.0,3952.0,True,108.33333333333333,45.0,6848.0
gaps,True,128.0,131.0,True,9.666666666666666,11154.0,390518.0
ignored,,,,,,,
gaps,False,45.0,47.0,False,22.5,5.0,45.0
ignored,,,,,,,
gaps,False,966637.0,966649.0000000149,False,80553.08333333333,1295.0,124374849.0
ignored,,,,,,,
gaps,False,1788651.0,1788660.0,True,1186797.0,3003.0,4673149.0
ignored,,,,,,,
gaps,False,883304.0,883319.0,False,58886.933333333334,595.0,3490217.0
ignored,,,,,,,
gaps,False,40335.0,40348.00000000006,False,3102.692307692308,667.0,376344.0
ignored,,,,,,,
gaps,False,448.0,464.0,False,28.0,381.0,5189.0
ignored,,,,,,,
gaps,False,30.0,32.0,False,15.0,19.0,216.0
ignored,,,,,,,
gaps,False,216.0,235.99999999999977,False,10.799999999999999,116.0,1147.0
ignored,,,,,,,
gaps,False,207.0,221.0,False,14.785714285714286,284.0,3007.0
ignored,,,,,,,
gaps,True,37291.0,37300.0,True,6158.8,709.0,177541.0
ignored,,,,,,,
gaps,False,177.0,193.0,False,11.0625,68.0,3037.0
ignored,,,,,,,
gaps,False,68.0,72.0,False,17.0,19.0,188.0
ignored,,,,,,,
gaps,False,862.0,871.0,False,95.77777777777777,22.0,1008.0
ignored,,,,,,,
gaps,False,1099.6153846153845,1101.6153846153845,False,549.8076923076923,2.0,1099.6153846153845
ignored,,,,,,,
gaps,False,34448.0,34461.0,False,2649.846153846154,119.0,61663.0
ignored,,,,,,,
no gaps,,,,,,6.0,24.0
ignored,,,,,,,
gaps,True,169.0,179.0,True,10.5,676.0,18884.0
ignored,,,,,,,
gaps,False,259.0,276.0,False,15.235294117647058,306.0,2330.0
ignored,,,,,,,
gaps,True,217657.0,217677.99999999977,True,316.5263157894737,39000.0,1968954.0
gaps,True,13204.0,13224.0,True,2210.0,1704.0,63882.0
gaps,True,633.0,636.0,True,45.5,38308.0,1972036.0
ignored,,,,,,,
gaps,False,6952.0,6962.0,False,695.2,26.0,7288.0
ignored,,,,,,,
gaps,False,572700.0,572727.0,False,21211.11111111111,1392.0,56614738.0
ignored,,,,,,,
gaps,False,6379456.0,6379465.0,True,1838353.3333333335,9421.0,11474121.0
ignored,,,,,,,
gaps,False,847852.0,847874.9999999995,False,36863.13043478261,1149.0,3801559.0
ignored,,,,,,,
gaps,False,29919.0,29931.0,False,2493.25,1714.0,240517.0
ignored,,,,,,,
gaps,False,316.0,332.9999999999982,False,18.58823529411765,1244.0,14116.0
ignored,,,,,,,
gaps,False,82.0,93.99999999999999,False,6.833333333333334,31.0,116.0
ignored,,,,,,,
gaps,False,901.0,939.9999999999995,False,23.102564102564102,398.0,2614.0
ignored,,,,,,,
gaps,False,254.0,270.0,False,15.875,815.0,8354.0
ignored,,,,,,,
gaps,True,170772.0,170792.0,True,10019.933333333332,2244.0,3290751.0
ignored,,,,,,,
gaps,False,9.0,12.0,False,3.0,8.0,19.0
ignored,,,,,,,
gaps,False,799.4666666666666,800.4666666666666,False,799.4666666666666,2.0,799.4666666666666
ignored,,,,,,,
gaps,False,474.0,508.0,False,13.941176470588236,220.0,1640.0
ignored,,,,,,,
gaps,False,19252.0,19269.999999999996,False,1069.5555555555557,47.0,19703.0
ignored,,,,,,,
gaps,False,921.0,939.9999999999998,False,48.473684210526315,68.0,1701.0
ignored,,,,,,,
gaps,False,1099.6153846153845,1100.6153846153845,False,1099.6153846153845,2.0,1099.6153846153845
ignored,,,,,,,
gaps,False,7945.0,7969.999999999993,False,317.8,144.0,27853.0
ignored,,,,,,,
gaps,False,26.0,29.000000000000004,False,8.666666666666668,5.0,26.0
ignored,,,,,,,
gaps,True,261.0,265.0,True,36.0,2837.0,120895.0
ignored,,,,,,,
gaps,False,224371.0,224395.00000000093,False,9348.791666666668,1072.0,7168069.0
ignored,,,,,,,
gaps,True,563193.0,563218.0,True,309.80000000000047,8653.0,1292714.0
gaps,True,4835.0,4860.0,True,143.25,273.0,10237.0
no gaps,,,,,,8419.0,815333.0
ignored,,,,,,,
gaps,False,186.0,190.0,False,46.5,15.0,264.0
ignored,,,,,,,
gaps,False,67030.0,67049.0,False,3527.894736842105,243.0,95107.0
ignored,,,,,,,
gaps,False,326042.0,326049.0,True,22819.0,2407.0,1235100.0
ignored,,,,,,,
gaps,False,179606.0,179624.0,False,9978.11111111111,271.0,303454.0
ignored,,,,,,,
gaps,False,50.0,67.00000000000023,False,2.9411764705882355,252.0,1188.0
ignored,,,,,,,
gaps,False,5072.0,5092.999999999999,False,241.52380952380955,286.0,7473.0
ignored,,,,,,,
gaps,False,324.0,327.0,False,108.0,7.0,324.0
ignored,,,,,,,
gaps,False,532.0,550.0,False,29.555555555555557,124.0,1279.0
ignored,,,,,,,
gaps,False,247.0,261.0,False,17.642857142857142,128.0,1130.0
ignored,,,,,,,
gaps,True,63577.0,63598.0,True,6467.625,347.0,230387.0
ignored,,,,,,,
gaps,False,232.0,245.0,False,17.846153846153847,46.0,484.0
ignored,,,,,,,
gaps,False,7414.0,7421.0,False,1059.142857142857,13.0,7549.0
ignored,,,,,,,
gaps,False,233.0,238.0,False,46.6,13.0,473.0
ignored,,,,,,,
no gaps,,,,,,4.0,12.0
ignored,,,,,,,
gaps,False,1134.0,1138.9999999999998,False,226.8,32.0,1850.0
ignored,,,,,,,
gaps,True,17902.0,17909.0,True,3733.6666666666665,1118.0,197784.0
ignored,,,,,,,
gaps,False,10565.0,10586.000000000002,False,503.0952380952381,201.0,14914.0
ignored,,,,,,,
gaps,True,668409.0,668451.0,True,405.4878048780488,14834.0,1721243.0
gaps,True,34046.0,34086.0,True,2540.3999999999996,300.0,57036.0
gaps,True,58902.0,58904.0,True,26899.0,15208.0,4611912.0
ignored,,,,,,,
gaps,False,670.0,672.0,False,335.0,4.0,670.0
ignored,,,,,,,
gaps,False,4133363.0,4133389.0,False,158975.5,315.0,15912621.0
ignored,,,,,,,
gaps,False,6352930.0,6352945.0,True,867486.3333333333,2782.0,7161783.0
ignored,,,,,,,
gaps,False,1400469.0,1400495.0000000005,False,53864.19230769231,351.0,2206036.0
ignored,,,,,,,
gaps,False,63652.0,63679.0,False,2357.4814814814813,272.0,77187.0
ignored,,,,,,,
gaps,False,615.0,633.0,False,34.16666666666667,374.0,4684.0
ignored,,,,,,,
gaps,False,12.0,15.0,False,4.0,17.0,39.0
ignored,,,,,,,
gaps,False,454.0,477.0,False,19.73913043478261,134.0,1212.0
ignored,,,,,,,
gaps,False,412.0,429.0,False,24.235294117647058,240.0,3066.0
ignored,,,,,,,
gaps,True,955709.0,955733.0,True,77695.0,942.0,3606923.0
ignored,,,,,,,
gaps,False,121.0,123.0,False,60.5,5.0,121.0
ignored,,,,,,,
gaps,False,196.0,212.99999999999994,False,11.529411764705882,85.0,463.0
ignored,,,,,,,
gaps,False,199538.0,199549.99999999994,False,16628.166666666664,22.0,199621.0
ignored,,,,,,,
gaps,False,292.0,297.9999999999999,False,48.666666666666664,19.0,598.0
ignored,,,,,,,
gaps,False,1099.6153846153845,1100.6153846153845,False,1099.6153846153845,2.0,1099.6153846153845
ignored,,,,,,,
gaps,False,334.0,342.0,False,41.75,36.0,2324.0
ignored,,,,,,,
gaps,True,4204.0,4215.0,True,137.125,953.0,58026.0
ignored,,,,,,,
gaps,False,116546.0,116566.0,False,5827.3,178.0,117499.0
ignored,,,,,,,
gaps,True,86108.0,86118.0,True,477.1111111111111,1130.0,232632.0
gaps,True,31893.0,31903.000000000004,True,8485.666666666668,48.0,31934.0
no gaps,,,,,,1138.0,173945.0
ignored,,,,,,,
gaps,False,136.0,139.0,False,45.33333333333333,11.0,616.0
ignored,,,,,,,
gaps,False,157.0,161.9999999999999,False,31.4,46.0,887.0
ignored,,,,,,,
gaps,False,90.0,92.0,True,41.5,539.0,15363.0
ignored,,,,,,,
gaps,False,68.0,71.0,False,22.666666666666664,56.0,742.0
ignored,,,,,,,
gaps,False,17.0,19.99999999999997,False,5.666666666666666,97.0,250.0
ignored,,,,,,,
gaps,False,40.0,42.0,False,20.0,85.0,563.0
ignored,,,,,,,
gaps,False,10.0,14.0,False,2.5,7.0,16.0
ignored,,,,,,,
gaps,False,42.0,48.0,False,7.0,31.0,118.0
ignored,,,,,,,
gaps,False,36.0,41.0,False,7.2,14.0,107.0
ignored,,,,,,,
gaps,True,37250.0,37255.0,True,35140.0,68.0,37505.0
ignored,,,,,,,
gaps,False,103.0,109.0,False,17.166666666666664,32.0,265.0
ignored,,,,,,,
gaps,False,20.0,23.0,False,6.666666666666666,6.0,20.0
ignored,,,,,,,
gaps,False,17335.2,17337.2,False,8667.6,3.0,17335.2
ignored,,,,,,,
gaps,False,52.0,54.0,False,26.0,21.0,706.0
ignored,,,,,,,
gaps,True,13424.0,13428.0,True,3382.0,281.0,71699.0
ignored,,,,,,,
gaps,False,576.0,581.0,False,115.2,84.0,1146.0
ignored,,,,,,,
gaps,True,666.0,668.0,True,71.0,538.0,4619.0
gaps,True,486.0,488.0,True,8.5,129.0,10477.0
no gaps,,,,,,579.0,14551.0
ignored,,,,,,,
gaps,False,222.0,224.0,False,111.0,7.0,222.0
ignored,,,,,,,
gaps,False,10530.0,10532.0,False,5265.0,109.0,19994.0
ignored,,,,,,,
gaps,False,189810.0,189812.0,True,54833.0,1109.0,238651.0
ignored,,,,,,,
gaps,False,477967.5,477969.5,False,238983.75,158.0,484718.5
ignored,,,,,,,
gaps,False,1259.0,1262.0,False,419.66666666666663,188.0,2421.0
ignored,,,,,,,
no gaps,,,,,,169.0,6330.0
ignored,,,,,,,
gaps,False,97.0,99.99999999999994,False,32.33333333333333,56.0,474.0
ignored,,,,,,,
no gaps,,,,,,86.0,1652.0
ignored,,,,,,,
gaps,True,37156.0,37157.0,True,36028.0,219.0,40468.0
ignored,,,,,,,
no gaps,,,,,,6.0,480.0
ignored,,,,,,,
gaps,False,16.0,18.0,False,8.0,25.0,149.0
ignored,,,,,,,
no gaps,,,,,,11.0,236.0
ignored,,,,,,,
no gaps,,,,,,11.0,199.0
ignored,,,,,,,
gaps,False,230.0,232.0,False,115.0,19.0,1329.0
ignored,,,,,,,
no gaps,,,,,,506.0,8754.0
ignored,,,,,,,
no gaps,,,,,,141.0,3943.0
ignored,,,,,,,
gaps,True,998.0,1003.0,True,67.0,781.0,9085.0
gaps,True,264.0,270.0,True,22.5,95.0,4445.0
gaps,True,268.0,270.0,True,46.0,588.0,12022.0
ignored,,,,,,,
gaps,False,1106.0,1110.0,False,276.5,19.0,22516.0
ignored,,,,,,,
gaps,False,19034.0,19041.0,False,2719.1428571428573,249.0,52074.0
ignored,,,,,,,
gaps,False,1247993.0,1247997.0,True,489533.5,2296.0,1388403.0
ignored,,,,,,,
gaps,False,477967.5,477970.5,False,159322.5,359.0,484861.5
ignored,,,,,,,
gaps,False,27.0,29.0,False,13.5,371.0,1693.0
ignored,,,,,,,
gaps,False,50634.5,50637.49999999999,False,16878.166666666664,408.0,56096.5
ignored,,,,,,,
gaps,False,37.0,42.99999999999997,False,6.166666666666666,41.0,142.0
ignored,,,,,,,
gaps,False,62.0,64.0,False,31.0,157.0,1068.0
ignored,,,,,,,
gaps,False,80.0,84.0,False,20.0,148.0,1143.0
ignored,,,,,,,
gaps,True,1085.0,1087.0,True,279.0,332.0,7276.0
ignored,,,,,,,
gaps,False,158.75,159.75,False,158.75,1.0,158.75
ignored,,,,,,,
gaps,False,206.0,209.0,False,68.66666666666666,86.0,646.0
ignored,,,,,,,
gaps,False,13860.0,13866.0,False,2310.0,42.0,61151.0
ignored,,,,,,,
gaps,False,351.0,355.0,False,87.75,27.0,1139.0
ignored,,,,,,,
gaps,False,1099.6153846153845,1101.6153846153845,False,549.8076923076923,3.0,1099.6153846153845
ignored,,,,,,,
gaps,False,380.0,385.0,False,76.0,44.0,29373.0
ignored,,,,,,,
gaps,False,13.555555555555555,14.555555555555555,False,13.555555555555555,2.0,13.555555555555555
ignored,,,,,,,
gaps,True,44.0,46.0,True,20.5,841.0,14085.0
ignored,,,,,,,
gaps,False,27243.0,27247.0,False,6810.75,198.0,29543.0
ignored,,,,,,,
gaps,True,160853.0,160866.0,True,472.83333333333326,7395.0,451242.0
gaps,True,14768.0,14781.0,True,3663.0,233.0,281569.0
no gaps,,,,,,6274.0,598049.0
ignored,,,,,,,
gaps,False,1683.5714285714287,1684.5714285714287,False,1683.5714285714287,2.0,1683.5714285714287
ignored,,,,,,,
gaps,False,280.0,286.0,False,46.666666666666664,223.0,6292.0
ignored,,,,,,,
gaps,False,37932.0,37935.0,True,14073.0,2665.0,91564.0
ignored,,,,,,,
gaps,False,21127.0,21129.0,False,10563.5,442.0,26943.0
ignored,,,,,,,
gaps,False,4133.0,4141.0,False,516.625,499.0,5675.0
ignored,,,,,,,
gaps,False,4348.0,4358.0,False,434.79999999999995,315.0,6422.0
ignored,,,,,,,
gaps,False,54.0,59.0,False,10.8,8.0,54.0
ignored,,,,,,,
gaps,False,3185.0,3193.0,False,398.125,187.0,3751.0
ignored,,,,,,,
gaps,False,185.0,197.0000000000001,False,15.416666666666668,98.0,676.0
ignored,,,,,,,
gaps,True,33.0,37.0,True,1.25,363.0,1747.0
ignored,,,,,,,
gaps,False,158.75,160.75,False,79.375,2.0,158.75
ignored,,,,,,,
gaps,False,71.0,79.0,False,8.875,92.0,483.0
ignored,,,,,,,
gaps,False,323.0,327.0,False,80.75,21.0,551.0
ignored,,,,,,,
gaps,False,348.0,350.0,False,174.0,10.0,948.0
ignored,,,,,,,
gaps,False,114.0,117.0,False,38.0,28.0,788.0
ignored,,,,,,,
gaps,False,588.0,591.0,False,196.0,35.0,1533.0
ignored,,,,,,,
gaps,True,17.0,19.0,True,7.0,2949.0,92005.0
ignored,,,,,,,
